year,person_id,cabinet,parliament,diplomatic,provincial,judicial,court,municipal,all_former,n_offices,political,national
1938,P00537,False,False,False,True,False,False,False,False,1,True,True
1938,P00539,True,True,False,False,False,False,False,False,2,True,True
1938,P00540,True,False,False,False,False,False,False,False,1,True,True
1938,P00541,True,False,False,False,False,False,False,False,1,True,True
1938,P00543,True,False,False,False,False,False,False,False,1,True,True
1938,P00546,False,False,True,False,False,False,False,True,1,True,True
1938,P00612,False,True,False,False,False,False,False,False,1,True,True
1938,P00622,False,True,False,False,False,False,False,False,1,True,True
1938,P00627,True,True,False,False,False,False,False,False,2,True,True
1942,P00036,False,False,False,False,False,False,True,False,1,True,False
1942,P00042,False,True,False,False,False,False,False,False,1,True,True
1942,P00056,True,False,False,False,False,False,False,True,1,True,True
1942,P00100,False,True,False,True,False,False,False,False,2,True,True
1942,P00124,False,False,False,False,True,False,False,False,1,True,False
1942,P00133,True,False,False,False,False,False,False,True,1,True,True
1942,P00138,False,False,False,False,False,False,True,True,1,True,False
1942,P00166,False,True,False,False,False,False,False,False,1,True,True
1942,P00421,False,True,False,False,False,False,False,False,1,True,True
1942,P00514,False,True,False,False,False,False,False,True,1,True,True
1942,P00540,True,False,False,False,False,False,False,False,1,True,True
1942,P00546,False,False,True,False,False,False,False,True,1,True,True
1942,P00612,False,True,False,False,False,False,False,False,1,True,True
1942,P00632,False,True,False,False,False,False,False,False,1,True,True
1942,P00634,True,False,False,False,False,False,False,True,1,True,True
1942,P00643,True,False,False,False,False,False,False,False,1,True,True
1942,P00646,False,True,False,False,False,False,False,False,1,True,True
1942,P00648,False,False,False,False,True,False,False,False,1,True,False
1942,P00657,False,True,False,False,False,False,False,False,1,True,True
1942,P00658,True,False,True,False,False,False,False,True,2,True,True
1942,P00672,True,False,False,False,False,False,False,False,1,True,True
1942,P00715,True,False,False,False,False,False,False,False,1,True,True
1942,P00762,False,True,False,False,False,False,False,False,1,True,True
1942,P00775,False,True,False,False,False,False,False,True,1,True,True
1942,P00802,True,False,False,False,False,False,False,True,1,True,True
1942,P00803,False,True,False,False,False,False,False,True,1,True,True
1942,P00829,False,True,False,False,False,False,False,False,1,True,True
1942,P00857,False,True,False,False,False,False,False,False,1,True,True
1942,P00903,True,False,False,False,False,False,False,True,1,True,True
1942,P00914,False,False,False,False,False,False,True,False,1,True,False
1942,P00915,True,True,False,False,True,False,False,False,3,True,True
1942,P00921,False,True,False,False,False,False,False,False,1,True,True
1942,P00923,True,True,False,False,False,False,False,False,2,True,True
1942,P00961,True,False,False,False,False,False,False,True,1,True,True
1942,P01001,True,False,False,False,False,False,False,True,1,True,True
1942,P01013,False,False,False,False,True,False,False,False,1,True,False
1942,P01070,False,True,False,False,False,False,False,False,1,True,True
1942,P01083,False,False,False,False,True,False,False,False,1,True,False
1942,P01088,False,False,False,True,False,False,False,True,1,True,True
1942,P01091,True,False,False,False,False,False,False,True,1,True,True
1942,P01106,True,False,True,False,False,False,True,False,3,True,True
1942,P01115,True,False,False,False,False,False,False,True,1,True,True
1942,P01134,False,True,False,False,False,False,False,False,1,True,True
1942,P01160,False,False,True,False,False,False,False,False,1,True,True
1942,P01180,False,False,False,True,False,False,False,False,1,True,True
1942,P01183,False,True,False,False,False,False,False,True,1,True,True
1942,P01186,False,True,False,False,False,False,False,False,1,True,True
1942,P01190,True,False,True,False,False,False,False,False,2,True,True
1947,P00037,False,True,False,False,False,False,False,False,1,True,True
1947,P00042,False,True,False,False,False,False,False,False,1,True,True
1947,P00056,False,False,True,False,False,False,False,True,1,True,True
1947,P00065,True,False,False,False,False,False,False,False,1,True,True
1947,P00100,False,True,False,False,False,False,False,False,1,True,True
1947,P00124,False,False,False,False,True,False,False,False,1,True,False
1947,P00138,False,False,False,False,False,False,True,True,1,True,False
1947,P00219,True,False,False,False,False,False,False,False,1,True,True
1947,P00421,False,True,False,False,False,False,False,False,1,True,True
1947,P00514,False,True,False,False,False,False,False,True,1,True,True
1947,P00540,True,False,True,False,False,False,False,True,2,True,True
1947,P00632,False,True,False,False,False,False,False,False,1,True,True
1947,P00648,False,False,False,False,True,False,False,False,1,True,False
1947,P00657,False,True,False,False,False,False,False,False,1,True,True
1947,P00658,True,False,True,False,False,False,False,False,2,True,True
1947,P00685,True,False,False,False,True,False,False,False,2,True,True
1947,P00762,True,False,False,False,False,False,False,False,1,True,True
1947,P00775,False,True,False,False,False,False,False,True,1,True,True
1947,P00779,False,False,False,True,False,False,False,False,1,True,True
1947,P00802,False,True,False,False,False,False,False,False,1,True,True
1947,P00803,False,True,False,False,False,False,False,False,1,True,True
1947,P00829,True,True,False,False,False,False,False,False,2,True,True
1947,P00857,False,True,False,False,False,False,False,False,1,True,True
1947,P00884,True,False,False,False,False,False,False,False,1,True,True
1947,P00908,False,True,False,False,False,False,False,False,1,True,True
1947,P00915,True,True,False,False,True,False,False,False,3,True,True
1947,P00921,False,True,False,False,False,False,False,False,1,True,True
1947,P00923,False,True,False,False,False,False,False,False,1,True,True
1947,P00961,True,True,False,False,False,False,False,False,2,True,True
1947,P00990,False,True,False,False,False,False,False,False,1,True,True
1947,P01001,True,False,False,False,False,False,False,False,1,True,True
1947,P01088,False,True,False,True,False,False,False,False,2,True,True
1947,P01107,True,False,False,False,False,False,False,True,1,True,True
1947,P01115,True,False,False,False,False,False,False,True,1,True,True
1947,P01125,False,True,False,False,False,False,False,False,1,True,True
1947,P01134,False,True,False,False,False,False,False,False,1,True,True
1947,P01207,False,True,True,False,False,False,False,False,2,True,True
1947,P01210,True,False,False,False,False,False,False,True,1,True,True
1947,P01271,False,False,False,False,True,False,False,False,1,True,False
1947,P01273,False,False,True,False,False,False,False,False,1,True,True
1947,P01293,False,False,True,False,False,False,True,False,2,True,True
1947,P01298,False,False,False,False,True,False,True,False,2,True,False
1947,P01333,False,False,True,False,False,False,False,True,1,True,True
1947,P01335,False,False,False,False,True,False,False,False,1,True,False
1947,P01349,False,True,False,False,False,False,True,True,2,True,True
1947,P01350,False,False,False,False,True,False,False,False,1,True,False
1947,P01379,False,True,False,False,False,False,False,True,1,True,True
1947,P01526,False,False,False,False,True,False,False,False,1,True,False
1947,P01547,False,True,False,False,True,False,False,False,2,True,True
1947,P01555,True,True,False,False,False,False,False,False,2,True,True
1947,P01574,True,False,False,False,False,False,False,True,1,True,True
1947,P01615,False,False,False,False,True,False,False,False,1,True,False
1947,P01616,False,True,False,False,False,False,False,True,1,True,True
1950,P00002,True,False,False,False,True,False,False,False,2,True,True
1950,P00028,False,True,False,False,False,False,False,False,1,True,True
1950,P00037,False,True,False,False,False,False,False,False,1,True,True
1950,P00042,False,True,False,False,False,False,False,False,1,True,True
1950,P00056,False,False,True,False,False,False,False,True,1,True,True
1950,P00065,True,False,False,False,False,False,False,True,1,True,True
1950,P00124,False,False,False,False,True,False,False,False,1,True,False
1950,P00219,True,False,False,False,False,False,False,False,1,True,True
1950,P00421,False,True,False,False,False,False,False,False,1,True,True
1950,P00457,False,True,False,False,False,False,False,False,1,True,True
1950,P00514,False,True,False,False,False,False,False,True,1,True,True
1950,P00540,True,False,True,False,False,False,False,True,2,True,True
1950,P00569,False,False,False,False,False,False,True,False,1,True,False
1950,P00618,False,False,False,False,False,False,True,False,1,True,False
1950,P00632,False,True,False,False,False,False,False,False,1,True,True
1950,P00643,True,False,False,False,False,False,False,False,1,True,True
1950,P00658,True,False,True,False,False,False,False,True,2,True,True
1950,P00667,False,True,False,False,False,False,False,False,1,True,True
1950,P00726,False,True,False,False,False,False,False,False,1,True,True
1950,P00775,False,True,False,False,False,False,False,True,1,True,True
1950,P00803,False,True,False,False,False,False,False,False,1,True,True
1950,P00829,True,True,False,False,False,False,False,False,2,True,True
1950,P00857,False,True,False,False,False,False,False,False,1,True,True
1950,P00884,True,False,False,False,False,False,False,False,1,True,True
1950,P00901,True,False,False,False,False,False,False,True,1,True,True
1950,P00908,False,True,False,False,False,False,False,False,1,True,True
1950,P00915,True,True,False,False,True,False,False,False,3,True,True
1950,P00923,False,True,False,False,False,False,False,False,1,True,True
1950,P00961,False,True,False,False,False,False,False,False,1,True,True
1950,P00990,False,True,False,False,False,False,False,False,1,True,True
1950,P01024,False,False,True,False,False,False,False,True,1,True,True
1950,P01088,True,False,False,True,False,False,False,True,2,True,True
1950,P01091,True,True,False,False,False,False,False,False,2,True,True
1950,P01106,False,False,True,False,False,False,True,False,2,True,True
1950,P01115,True,False,False,False,False,False,False,True,1,True,True
1950,P01205,True,False,False,False,False,False,False,True,1,True,True
1950,P01210,True,False,False,False,False,False,False,True,1,True,True
1950,P01253,False,False,False,False,False,False,True,False,1,True,False
1950,P01273,False,False,True,False,False,False,False,False,1,True,True
1950,P01346,True,False,False,False,False,False,False,False,1,True,True
1950,P01430,True,False,False,False,False,False,False,False,1,True,True
1950,P01448,False,True,False,False,False,False,False,False,1,True,True
1950,P01477,False,True,False,False,False,False,False,False,1,True,True
1950,P01504,True,True,False,False,True,False,False,False,3,True,True
1950,P01547,False,True,False,False,True,False,False,False,2,True,True
1950,P01624,False,True,False,False,False,False,False,False,1,True,True
1950,P01631,True,False,False,False,False,False,False,False,1,True,True
1950,P01635,True,False,False,False,False,False,False,False,1,True,True
1950,P01636,True,False,False,False,False,False,False,True,1,True,True
1950,P01637,True,False,False,False,False,False,False,True,1,True,True
1950,P01647,True,False,False,False,False,False,False,False,1,True,True
1950,P01649,False,True,True,False,False,False,False,False,2,True,True
1950,P01661,True,True,False,False,False,False,False,False,2,True,True
1950,P01664,False,True,False,False,False,False,False,True,1,True,True
1950,P01729,False,False,False,False,True,False,False,True,1,True,False
1950,P01733,False,False,False,False,False,False,True,False,1,True,False
1950,P01778,True,False,False,False,False,False,False,False,1,True,True
1950,P01850,False,False,False,False,True,False,False,True,1,True,False
1950,P01868,False,False,False,False,False,False,True,False,1,True,False
1950,P01873,False,True,False,False,False,False,True,False,2,True,True
1950,P01885,False,True,False,False,False,False,False,True,1,True,True
1950,P01921,True,True,False,False,False,False,False,False,2,True,True
1950,P01923,False,False,False,True,False,False,False,True,1,True,True
1950,P02042,True,False,False,False,False,False,False,False,1,True,True
1950,P02073,False,True,False,True,False,False,False,False,2,True,True
1950,P02095,False,False,False,False,False,False,True,False,1,True,False
1950,P02096,True,False,False,True,False,False,False,True,2,True,True
1950,P02100,True,True,False,False,False,False,False,False,2,True,True
1950,P02113,False,False,False,False,False,False,True,False,1,True,False
1950,P02151,False,True,False,False,False,False,False,False,1,True,True
1950,P02183,False,False,False,False,True,False,False,False,1,True,False
1950,P02251,True,False,False,False,False,False,False,False,1,True,True
1950,P02283,False,True,False,False,False,False,False,False,1,True,True
1950,P02331,False,True,False,False,False,False,False,True,1,True,True
1950,P02338,False,False,True,False,False,False,False,True,1,True,True
