term,estimate,boot_se,lo,hi,n_dyads,n_ties,n_boot
edges,-6.752380842416105,0.07562443267428079,-6.92391626171204,-6.620504736543726,321521,1450,300
memory,6.817011679131494,0.1401702771821692,6.564514544716683,7.100082499214015,321521,1450,300
b1star2,0.1179291385721872,0.020905853180811233,0.08827578073348667,0.1642727604281431,321521,1450,300
b2star2,0.01840690916413504,0.029711065773705136,-0.04098030469194644,0.07229549863172768,321521,1450,300
office,0.4073877741380888,0.1208427125918494,0.17171542553881255,0.6343289270815857,321521,1450,300
origin_match,0.3059390475461918,0.04870390899750515,0.21072347476430928,0.4019337465131204,321521,1450,300
sector_finance,0.08147763787827124,0.11534607824972976,-0.15565359225533723,0.30704356165291563,321521,1450,300
sector_land_property,0.25898657978693784,0.12236067947295612,-0.013842118249127457,0.4653667401580738,321521,1450,300
sector_agriculture,0.03706796329126689,0.1545100387156721,-0.28087861210001036,0.32167244357261016,321521,1450,300
