"term","estimate","boot_mean","lo","hi"
"edges",-6.80715470241339,-6.72251598263578,-6.84742579902383,-6.48869850101553
"edgecov.memory[[i]]",6.81638542136287,6.74617607541876,6.12629007115208,7.28599543745549
"b1star2",0.117507118440706,0.104555006983485,0.0121119629254165,0.178266043437545
"b2star2",0.018893665588713,0.00971724678115958,-0.0770919893770844,0.075103081095175
"b1cov.office",0.413576018424797,0.381191792383127,-0.0927195728145555,0.524150470096158
"b1nodematch.origin",0.285557790543666,0.30071834244454,0.217847254562245,0.58777185127574
"b2cov.finance",0.105541334693463,0.111852631695985,0.0284250758137048,0.293216397784648
"b2cov.land_property",0.236616701751219,0.228069649716788,0.0532942279806437,0.36134715723742
"b2cov.agriculture",-0.108352689238094,-0.146113662735725,-0.599120637756415,0.0382723078685007
