mention_id,year,person_id,person_label,person_printed,rank,honorific,company_id,company_label,company_printed,role,order,city,capital_currency,capital_amount,source_edition,source_page
2508,1942,P00526,Sadik Henein,S.E. Sadik Henein Pacha,pasha,s.e.,C01148,Mission Egyptienne à la Conférence Economique Internationale d° Genève 1927,Mission Egyptienne à la Conférence Economique Internationale d° Genève 1927,president,0,,,,13,105
2509,1942,P00526,Sadik Henein,S.E. Sadik Henein Pacha,pasha,s.e.,C01091,Gou- vernement auprès des Bourses des Valeurs,Gou- vernement auprès des Bourses des Valeurs,auditor,0,,,,13,105
2510,1942,P00526,Sadik Henein,S.E. Sadik Henein Pacha,pasha,s.e.,C01204,S.A. des Eaux du Caire el de la Compagnie Frigorifique d'Egypte,S.A. des Eaux du Caire el de la Compagnie Frigorifique d'Egypte,general_manager,0,,,,13,105
2511,1942,P00526,Sadik Henein,S.E. Sadik Henein Pacha,pasha,s.e.,C01120,Ja Société des Cigareltes Nestor Gianaclis,Ja Société des Cigareltes Nestor Gianaclis,president,0,,,,13,105
2512,1942,P00132,Safwat Mohamed,S.E. Safwat Mohamed Pacha,pasha,s.e.,C01008,Con- seil d'Administration de la S.A. Immobilière du Domaine de Siouf,Con- seil d'Administration de la S.A. Immobilière du Domaine de Siouf,president,0,,,,13,105
2513,1942,P00132,Safwat Mohamed,S.E. Safwat Mohamed Pacha,pasha,s.e.,C01339,"Société Egvptienne pour l'Industrie et le Com- merce des Cotonnades «La Cotonnière», S.A.E","Société Egvptienne pour l'Industrie et le Com- merce des Cotonnades «La Cotonnière», S.A.E",president,0,,,,13,105
2514,1942,P01014,Said Hassan,S.E. Said Hassan Pacha,pasha,s.e.,C00059,Crédit Agricole d'Egypte,Crédit Agricole d'Egypte,director,0,,,,13,105
2515,1942,P01014,Said Hassan,S.E. Said Hassan Pacha,pasha,s.e.,C00949,Banque Hypothécaire Agri- cole d'Egvple el de la Société Royale d'Agriculture,Banque Hypothécaire Agri- cole d'Egvple el de la Société Royale d'Agriculture,director,0,,,,13,105
2516,1942,P00529,Salama Joseph,Salama Joseph,,,C01014,Conseil d'Administration de la Société Franco-Egyptienne de Crédil,Conseil d'Administration de la Société Franco-Egyptienne de Crédil,delegate,0,,,,13,105
2517,1942,P00529,Salama Joseph,Salama Joseph,,,C01014,Conseil d'Administration de la Société Franco-Egyptienne de Crédil,Conseil d'Administration de la Société Franco-Egyptienne de Crédil,member,0,,,,13,105
2518,1942,P01015,Salama Marco,Salama Marco,,,C00405,"Maison « Les Fils de Zaketto Salama& Co. """,Maison «Les Fils de Zakello Salama & Co,manager,0,,,,13,105
2519,1942,P01015,Salama Marco,Salama Marco,,,C00360,"General Society for Banking, Trading & Land Enterprises, S.A.E","General Society for Banking, Trading & Land Enterprises. S.A.E",director,0,,,,13,105
2520,1942,P00531,Salama Salvatore,Salama Salvatore,,,C01190,Rosella & Alexandria Rice Mills,Rosella & Alexandria Rice Mills,delegate,0,,,,13,105
2521,1942,P00531,Salama Salvatore,Salama Salvatore,,,C01623,Usines Réunies d'Egrenage,Usines Réunies d'Egrenage,delegate,0,,,,13,105
2522,1942,P00531,Salama Salvatore,Salama Salvatore,,,C00379,Huileries,Huileries,delegate,0,,,,13,105
2523,1942,P00531,Salama Salvatore,Salama Salvatore,,,C01534,The Egvplian Molor Transport Co,The Egvplian Molor Transport Co,delegate,0,,,,13,105
2524,1942,P00533,Salem Ovadia,Salem Ovadia,,,C01481,Sudan Import & Ex- port Co,Sudan Import & Ex- port Co,manager,0,,,,13,105
2525,1942,P00533,Salem Ovadia,Salem Ovadia,,,C01481,Sudan Import & Ex- port Co,Sudan Import & Ex- port Co,director,0,,,,13,105
2526,1942,P00533,Salem Ovadia,Salem Ovadia,,,C01421,Société Misr pour le Lin el de la Société Misr pour les Huiles,Société Misr pour le Lin el de la Société Misr pour les Huiles,manager,0,,,,13,105
2527,1942,P00533,Salem Ovadia,Salem Ovadia,,,C01421,Société Misr pour le Lin el de la Société Misr pour les Huiles,Société Misr pour le Lin el de la Société Misr pour les Huiles,director,0,,,,13,105
2528,1942,P01016,BSalvago Constantin M,BSalvago Constantin M,,,C01368,Société Egyptienne des Pétro- les,Société Egyptienne des Pétro- les,director,0,,,,13,105
2529,1942,P01016,BSalvago Constantin M,BSalvago Constantin M,,,C00101,National Petroleum Cy,The National Petroleum Co,director,0,,,,13,105
2530,1942,P01016,BSalvago Constantin M,BSalvago Constantin M,,,C01081,Garbieh Ginning Co,Garbieh Ginning Co,director,0,,,,13,105
2531,1942,P01016,BSalvago Constantin M,BSalvago Constantin M,,,C01108,Ja Filature Nationale d'Egypte,Ja Filature Nationale d'Egypte,director,0,,,,13,105
2532,1942,P01016,BSalvago Constantin M,BSalvago Constantin M,,,C01301,Société Anonv- me de Nettovage,Société Anonv- me de Nettovage,director,0,,,,13,105
2533,1942,P01016,BSalvago Constantin M,BSalvago Constantin M,,,C00433,Pressage de Coton,Pressage de Coton,director,0,,,,13,105
2534,1942,P01016,BSalvago Constantin M,BSalvago Constantin M,,,C01216,S.A.E. CAR- BA,S.A.E. CAR- BA,director,0,,,,13,105
2535,1942,P01016,BSalvago Constantin M,BSalvago Constantin M,,,C00659,"The Egyptian Copper Works, S.A.E","The Egyptian Copper Works, S.A.E",director,0,,,,13,105
2536,1942,P00534,Salvago Michel C,Salvago Michel G,,,C00990,Comnunaulé Hellénique d'Ale- randrie,Comnunaulé Hellénique d'Ale- randrie,president,0,,,,13,106
2537,1942,P00534,Salvago Michel C,Salvago Michel G,,,C00091,Land Bank of Egypt,The Land Bank of Egypl,president,0,,,,13,106
2538,1942,P00534,Salvago Michel C,Salvago Michel G,,,C00007,The Alexandria & Ramleh Railways Co. Ltd,Alexandria & Ramleh Railways Co. Lid,president,0,,,,13,106
2539,1942,P00534,Salvago Michel C,Salvago Michel G,,,C01171,PAlexandria Water Co. Ad,PAlexandria Water Co. Ad,president,0,,,,13,106
2540,1942,P00534,Salvago Michel C,Salvago Michel G,,,C01071,Filature Nationale d’'E- gypte,Filature Nationale d’'E- gypte,president,0,,,,13,106
2541,1942,P00534,Salvago Michel C,Salvago Michel G,,,C01355,Société Egyplienne des Industries Textiles,Société Egyplienne de l'Industrie Textile,president,0,,,,13,106
2542,1942,P00534,Salvago Michel C,Salvago Michel G,,,C00571,Société Industrielle de Bonnetlerie,Société Industrielle de Bonnetlerie,president,0,,,,13,106
2543,1942,P00534,Salvago Michel C,Salvago Michel G,,,C00146,Société Anonyme du Béhéra,Société Anonyme du Béhéra,president,0,,,,13,106
2544,1942,P00534,Salvago Michel C,Salvago Michel G,,,C00267,Alexandria Transport Co,Alexandria Transport Co,president,0,,,,13,106
2545,1942,P00534,Salvago Michel C,Salvago Michel G,,,C01075,à la Fédéralion Egyplienne des Industries,Fédéralion Egvplienne des Industries,president,0,,,,13,106
2546,1942,P00534,Salvago Michel C,Salvago Michel G,,,C01109,Ja Gabbari Land Co,Ja Gabbari Land Co,president,0,,,,13,106
2547,1942,P00534,Salvago Michel C,Salvago Michel G,,,C00097,National Bank of Egypt,National Bank of Egvpl,director,0,,,,13,106
2548,1942,P00534,Salvago Michel C,Salvago Michel G,,,C00284,Banque d'Athènes,Banque d'Athènes,director,0,,,,13,106
2549,1942,P00534,Salvago Michel C,Salvago Michel G,,,C01155,National In- surance Co,National In- surance Co,director,0,,,,13,106
2550,1942,P01017,Santas Basile,Santas Basile,,,C01090,Gie. Egyp- tienne de Navigation «Le Dodécanèse»,Gie. Egyp- tienne de Navigation «Le Dodécanèse»,director,0,,,,13,106
2551,1942,P01018,Savon G. L,Savon G. L,,,C00432,Port-Said Salt Association Ltd,Port Said Salt Associa- lion,delegate,0,,,,13,106
2552,1942,P01018,Savon G. L,Savon G. L,,,C01619,"United Egvptian Salt, TAd","United Egvptian Salt, TAd",delegate,0,,,,13,106
2553,1942,P01019,Sayed El Lozy Eff,Sayed El Lozy Eff,,,C00872,"- nistralion de la Société Nalionale de Papier, S.A.E","- nistralion de la Société Nalionale de Papier, S.A.E",director,0,,,,13,106
2554,1942,P01020,Sayed Mohamed Badraoui Achour,S.E. Sayed Mohamed Badraoui Achour Pacha,pasha,s.e.,C01409,Société Misr de Filature,Société Misr de Filalure,director,0,,,,13,106
2555,1942,P01020,Sayed Mohamed Badraoui Achour,S.E. Sayed Mohamed Badraoui Achour Pacha,pasha,s.e.,C01609,"Tissage, S.A.E","Tissage, S.A.E",director,0,,,,13,106
2556,1942,P00537,Sayet· Sidney,Sayer Sydney,,,C01559,The Egyptian Road Construction Co. de The Anglo-Ameri- can Nile & Tourist Cv,The Egyptian Road Construction Co. de The Anglo-Ameri- can Nile & Tourist Cv,director,0,,,,13,106
2557,1942,P01021,Schasca O,Schasca 0,,,C00286,Banque de Commerce N. Tepeghiosi & Co,Banque de Commerce X. Tepeghiosi & Co,manager,0,,,,13,106
2558,1942,P01022,Schmidheiny Ernst,Schmidheiny Ernst,,,C01245,SE. de Ciment Portland Tourah,SE. de Ciment Portland Tourah,director,0,,,,13,106
2559,1942,P01023,Schmidheiny Max,Schmidheiny Max,,,C01318,Société E- gvptienne de Ciment Porlland Tourah,Société E- gvptienne de Ciment Porlland Tourah,delegate,0,,,,13,106
2560,1942,P01024,Schoenman,Schoenman,,,C01220,S.A.E. Moulins «Al-Mah- moudieh»,S.A.E. Moulins «Al-Mah- moudieh»,director,0,,,,13,106
2561,1942,P01025,Scott Frank Douglas,Scott Frank Douglas,,,C01457,Société pour la Fabrication,Société pour la Fabrication,director,0,,,,13,106
2562,1942,P01025,Scott Frank Douglas,Scott Frank Douglas,,,C01058,Exportation des Conserves,Exportation des Conserves,director,0,,,,13,106
2563,1942,P01026,Seddik Ahmed,Seddik Ahmed Bey,bey,,C00078,Fédération Egyptienne des Industries,Fédération Egyptienne des Industries,president,0,,,,13,107
2564,1942,P01026,Seddik Ahmed,Seddik Ahmed Bey,bey,,C01442,Société de Métallurgie Egyptienne IS.A.E,Société de Métallurgie Egyptienne IS.A.E,president,0,,,,13,107
2565,1942,P01026,Seddik Ahmed,Seddik Ahmed Bey,bey,,C01382,Société Gé- nérale Immobilière d'Egypte,Société Gé- nérale Immobilière d'Egypte,president,0,,,,13,107
2566,1942,P01026,Seddik Ahmed,Seddik Ahmed Bey,bey,,C00082,Grands Hôtels d'Egypte,Grands Hôtels d'Egyple,president,0,,,,13,107
2567,1942,P01026,Seddik Ahmed,Seddik Ahmed Bey,bey,,C01306,Société Anonyme des Chemins de Fer de la Basse E- gypte,Société Anonyme des Chemins de Fer de la Basse E- gypte,president,0,,,,13,107
2568,1942,P01026,Seddik Ahmed,Seddik Ahmed Bey,bey,,C01634,f.f. du Conseil d’Ad- ministration de la National Petroleum Co,f.f. du Conseil d’Ad- ministration de la National Petroleum Co,president,0,,,,13,107
2569,1942,P01026,Seddik Ahmed,Seddik Ahmed Bey,bey,,C01338,Société Egvptienne des Pétroles,Société Egvptienne des Pétroles,president,0,,,,13,107
2570,1942,P01026,Seddik Ahmed,Seddik Ahmed Bey,bey,,C00887,- tion de la Compagnie Universelle du Canal Maritime de Suez,- tion de la Compagnie Universelle du Canal Maritime de Suez,director,0,,,,13,107
2571,1942,P01026,Seddik Ahmed,Seddik Ahmed Bey,bey,,C00028,Banque Misr,Banque Misr,director,0,,,,13,107
2572,1942,P01026,Seddik Ahmed,Seddik Ahmed Bey,bey,,C01411,Société Misr de Filature de la Soie,Société Misr de Filature de la Soie,director,0,,,,13,107
2573,1942,P01026,Seddik Ahmed,Seddik Ahmed Bey,bey,,C00137,Société Anonyme de Wadi Kom Ombo,Société Anonyme de Wadi Kom Ombo,director,0,,,,13,107
2574,1942,P01026,Seddik Ahmed,Seddik Ahmed Bey,bey,,C00073,Egyptian Salt & Soda,Egyptian Salt & Soda,director,0,,,,13,107
2575,1942,P01026,Seddik Ahmed,Seddik Ahmed Bey,bey,,C00076,Filature Nationale d'Egypte,Filature Nationale d'Egypte,director,0,,,,13,107
2576,1942,P01026,Seddik Ahmed,Seddik Ahmed Bey,bey,,C00592,Société des Autobus du Caire,Autobus du Caire,director,0,,,,13,107
2577,1942,P01026,Seddik Ahmed,Seddik Ahmed Bey,bey,,C00932,"Anglo Belgian Company of Egypt, Limited","Anglo Belgian Company of Egypt, Limited",director,0,,,,13,107
2578,1942,P01026,Seddik Ahmed,Seddik Ahmed Bey,bey,,C00679,Fayoum Light Railways Co,Fayoum Light Railways Cv,director,0,,,,13,107
2579,1942,P01026,Seddik Ahmed,Seddik Ahmed Bey,bey,,C01416,Société Misr d’Egrenage,Société Misr d’Egrenage,managing_director,0,,,,13,107
2580,1942,P01026,Seddik Ahmed,Seddik Ahmed Bey,bey,,C01291,Sociélé Misr d'Exportalion du Coton,Sociélé Misr d'Exportalion du Coton,managing_director,0,,,,13,107
2581,1942,P01026,Seddik Ahmed,Seddik Ahmed Bey,bey,,C01527,The Eastern Company,The Eastern Company,adviser,0,,,,13,107
2582,1942,P01027,Sedky Kamel,Sedky Kamel Bey,bey,,C01097,Grédil Agricole d'Egypte,Grédil Agricole d'Egypte,director,0,,,,13,107
2583,1942,P01028,Sellas André,Sellas André,,,C01088,Gharbieñ Ginning Co,Gharbieñ Ginning Co,director,0,,,,13,107
2584,1942,P01029,Semo Giuseppe de,Semo Giuseppe de,,,C01335,Société Egvptienne d'Entreprises el Constructions (S.E.D.E.C.),Société Egvptienne d'Entreprises el Constructions (S.E.D.E.C.),director,0,,,,13,107
2585,1942,P01030,Seoud Aly,Seoud Aly,,,C01313,"Société Com- merciale Bulgaro-Egyplienne, S.A.E","Société Com- merciale Bulgaro-Egyplienne, S.A.E",director,0,,,,13,107
2586,1942,P01030,Seoud Aly,Seoud Aly,,,C00934,The Anglo-Egyptian Mining Co,"The Anglo-Egyp- lian Mining Co., S.A.E",director,0,,,,13,107
2587,1942,P01030,Seoud Aly,Seoud Aly,,,C01324,"Société Egvplienne de Caout- chouc, S.A.E","Société Egvplienne de Caout- chouc, S.A.E",director,0,,,,13,107
2588,1942,P01031,Serageldine Anis,Serageldine Anis,,,C00435,Rosetta & Alexandria Rice Mills,"Rosetta & Alexandria Rice Mills Co., S.A.E",director,0,,,,13,107
2589,1942,P01032,Servaye L,Servaye L,,,C01275,"Sociélé E- gvptienne d'Electricité, S.A","Sociélé E- gvptienne d'Electricité, S.A",director,0,,,,13,107
2590,1942,P00545,Shamà Me. André,Shama Me. André,,,C01082,"Ge- neral Sociely for Banking, Trading & Land Enterprises, S.A.E","Ge- neral Sociely for Banking, Trading & Land Enterprises, S.A.E",director,0,,,,13,107
2591,1942,P00545,Shamà Me. André,Shama Me. André,,,C00170,Société Générale d'Electricité,Société Générale d’Electricité,director,0,,,,13,107
2592,1942,P00545,Shamà Me. André,Shama Me. André,,,C00094,Mécanique,Mécanique,director,0,,,,13,107
2593,1942,P00136,Shama Elie F,Shama Elie F,,,C00097,National Bank of Egypt,National Bank of Egypt,managing_director,0,,,,13,107
2594,1942,P00136,Shama Elie F,Shama Elie F,,,C00097,National Bank of Egypt,National Bank of Egypt,president,0,,,,13,107
2595,1942,P00136,Shama Elie F,Shama Elie F,,,C00457,S.A. des Eaux du Caire,S.A. des Eaux du Caire,managing_director,0,,,,13,107
2596,1942,P00136,Shama Elie F,Shama Elie F,,,C00457,S.A. des Eaux du Caire,S.A. des Eaux du Caire,president,0,,,,13,107
2597,1942,P01033,Sheriff Robert,Sheriff Robert,,,C01600,The United Bus Co,The United Bus Co,director,0,,,,13,108
2598,1942,P01034,Simaika Wassef,S.E. Simaika Wassef Pacha,pasha,s.e.,C00011,The Alexandria Navigation Co,Alexandria Navigation Co,director,0,,,,13,108
2599,1942,P01034,Simaika Wassef,S.E. Simaika Wassef Pacha,pasha,s.e.,C01033,The E- lectricity & Ice Supply Co,The E- lectricity & Ice Supply Co,director,0,,,,13,108
2600,1942,P01034,Simaika Wassef,S.E. Simaika Wassef Pacha,pasha,s.e.,C01497,"Textile de Choubrah, S.A.E","Textile de Choubrah, S.A. E",director,0,,,,13,108
2601,1942,P01034,Simaika Wassef,S.E. Simaika Wassef Pacha,pasha,s.e.,C01202,S.A. des Anciens Elablissements D.C.M. Brooks,S.A. des Anciens Elablissements D.C.M. Brooks,director,0,,,,13,108
2602,1942,P01035,Sims Marshall George,Sims Marshall George,,,C00851,'Ad- minisiralion de la Société Carrier-Egvpt. S.A.E,'Ad- minisiralion de la Société Carrier-Egvpt. S.A.E,president,0,,,,13,108
2603,1942,P01035,Sims Marshall George,Sims Marshall George,,,C00851,'Ad- minisiralion de la Société Carrier-Egvpt. S.A.E,'Ad- minisiralion de la Société Carrier-Egvpt. S.A.E,council_member,0,,,,13,108
2604,1942,P01036,Maison Choremi,Maison Choremi,,,C00284,Banque d'Athènes,Banque d'Athènes,director,0,,,,13,108
2605,1942,P01036,Maison Choremi,Maison Choremi,,,C01078,Gabbhari Land Co,Gabbhari Land Co,director,0,,,,13,108
2606,1942,P01037,Singleton Alex,Singleton Alex,,,C01262,"So- ciété Texas Egyplienne des Pétroles, S.A.E","So- ciété Texas Egyplienne des Pétroles, S.A.E",director,0,,,,13,108
2607,1942,P01038,Sirakian S. Ing,Sirakian S. Ing,,,C00602,Société des Publications Egyptiennes,Société des Publications Egyptiennes,director,0,,,,13,108
2608,1942,P01039,Small Irving,Small Irving,,,C01590,"The Simon Arzt Stores, S.A.E","The Simon Arzt Stores, S.A.E",director,0,,,,13,108
2609,1942,P00550,Small Walter Madison,Small Walter Madison,,,C00611,"The Standard Oil Co. of Egypt, S.A","The Standard Oil Co. of Egypt, S.A.E",director,0,,,,13,108
2610,1942,P01040,Smouha Joseph,Smouha Joseph,,,C00961,"Beida Dyers, S.A.E","Beida Dyers, S.A.E",director,0,,,,13,108
2611,1942,P01041,Smyrniadis Polyvios,Smyrniadis Polyvios,,,C00856,"- lion cle la Société des Entreprises M. Cockinos, S.A.E","- lion cle la Société des Entreprises M. Cockinos, S.A.E",director,0,,,,13,108
2612,1942,P00552,Sofio S,Sofio S,,,C00928,Alexandria Ex- change Co,Alexandria Ex- change Co,director,0,,,,13,108
2613,1942,P01042,Sorbara Salvator,Sorbara Salvator,,,C01396,"Société Immobilière de Za- malek, S.A.E","Société Immobilière de Za- malek, S.A.E",director,0,,,,13,108
2614,1942,P01043,Sir CG. W. Spinks,S.E. Sir CG. W. Spinks Pacha,pasha,s.e.,C01557,The Egyptian Copper,The Egyptian Copper,director,0,,,,13,108
2615,1942,P01044,Stiassny Ewald,Stiassny Ewald,,,C01227,S.A.E. des Chaussures Bata,S.A.E. «Chaussures Bata»,director,0,,,,13,109
2616,1942,P01045,Strange Abner Frank,Strange Abner Frank,,,C00933,Anglo Egyplian Molor,Anglo Egyplian Molor,manager,0,,,,13,109
2617,1942,P01046,Strangman Sir Thomas J,Strangman Sir Thomas J,,,C00114,S.E. de Ciment Portland Tourah,S.E. de Ciment Portland Tourah,director,0,,,,13,109
2618,1942,P00564,Suarès Léon,Suarès Léon,,,C01256,So- ciété Foncière du Domaine de Cheikh Fadl,So- ciété Foncière du Domaine de Cheikh Fadl,director,0,,,,13,109
2619,1942,P00564,Suarès Léon,Suarès Léon,,,C01488,Ta SA. de Wadi Kom-Ombo,Ta SA. de Wadi Kom-Ombo,director,0,,,,13,109
2620,1942,P00144,Sultan Dr. Fouad,Sultan Dr. Fouad,,,C01334,Société Egvplienne pour le Tannage el l'industrie du,Société Egvplienne pour le Tannage el l'industrie du,president,0,,,,13,109
2621,1942,P01047,Cuir,Cuir,,,C00032,Banque du Crédit Agricole d'Egypte,Banque du Crédit Agricole d'Egyple,director,0,,,,13,109
2622,1942,P01047,Cuir,Cuir,,,C00288,"Banque de Cré- dit Hypothécaire Agricole d'Egypte, S.A.E","Banque de Cré- dit Hypothécaire Agricole d'Egypte, S.A.E",director,0,,,,13,109
2623,1942,P01047,Cuir,Cuir,,,C00435,Rosetta & Alexandria Rice Mills,Rosetta& Alexandria Rice Mills,director,0,,,,13,109
2624,1942,P01047,Cuir,Cuir,,,C01280,Sociélé Egvptiienne pour le,Sociélé Egvptiienne pour le,director,0,,,,13,109
2625,1942,P01048,Sultan Mohamed,Sultan Mohamed Bey,bey,,C01053,Elablissements Industrie!s Pour la Soie el le Colon,Elablissements Industrie!s Pour la Soie el le Colon,president,0,,,,13,109
2626,1942,P01048,Sultan Mohamed,Sultan Mohamed Bey,bey,,C01168,PAlexandria,PAlexandria,director,0,,,,13,109
2627,1942,P01049,Sursock Nicolas Alexandre,Sursock Nicolas Alexandre,,,C01237,SA. des Immeubles d'Egvple,SA. des Immeubles d'Egvple,president,0,,,,13,109
2628,1942,P01049,Sursock Nicolas Alexandre,Sursock Nicolas Alexandre,,,C01152,Nalional Insurance Co,Nalional Insurance Co,director,0,,,,13,109
2629,1942,P01049,Sursock Nicolas Alexandre,Sursock Nicolas Alexandre,,,C00015,The Alexandria vVater Co. Ltd,Alexandria Waler Co,director,0,,,,13,109
2630,1942,P01049,Sursock Nicolas Alexandre,Sursock Nicolas Alexandre,,,C00970,Central Buildings Company,Central Buildings Company,director,0,,,,13,109
2631,1942,P01050,Sursock Wladimir,Sursock Wladimir,,,C01123,The Kafr El Zayat Cotton Co,Kafr El Zaval Cotton Co,vice_president,0,,,,13,109
2632,1942,P01050,Sursock Wladimir,Sursock Wladimir,,,C00870,"- nistralion de la Kafr El Zavat Land Co. fabet, Khalil (Bey), ltédacteur en Chef du Journal At Mokaltan","- nistralion de la Kafr El Zavat Land Co. fabet, Khalil (Bey), ltédacteur en Chef du Journal At Mokaltan",director,0,,,,13,109
2633,1942,P01051,Sadek Wahba Pacha Sénateur,Sénateur,,,C01136,"Manufacture Egyptienne de Bonneterie et Tricotage «El-Nil>,, S.A.E","Manufacture Egyptienne de Bonneterie el Tricotage EI-Nil, S.A.E",president,0,,,,13,109
2634,1942,P01051,Sadek Wahba Pacha Sénateur,Sénateur,,,C01406,Société Liban-Egyple,Société Liban-Egyple,president,0,,,,13,109
2635,1942,P00566,Tagher Oscar,Tagher Oscar,,,C01463,Sté Califor- nia Egyptienne des Pétroles,Sté Califor- nia Egyptienne des Pétroles,director,0,,,,13,109
2636,1942,P00566,Tagher Oscar,Tagher Oscar,,,C01311,Société California Texas,Société California Texas,director,0,,,,13,109
2637,1942,P00567,Tagher Philippe Me,Tagher Philippe Me,,,C00686,"The Hinshelwood Paint & Oil Co. of Egypt, S.A.E","The Hinshelwood Paint & Oil Co. of Egypt, S.A.E",director,0,,,,13,110
2638,1942,P00568,Taher Mohamed,S.E. Taher Mohamed Pacha,pasha,s.e.,C00982,Comilé National des Sports,Comilé National des Sports,president,0,,,,13,110
2639,1942,P00568,Taher Mohamed,S.E. Taher Mohamed Pacha,pasha,s.e.,C00972,Cercle Royal d'Escrime et aulres cercles sportifs,Cercle Royal d'Escrime et aulres cercles sportifs,president,0,,,,13,110
2640,1942,P00568,Taher Mohamed,S.E. Taher Mohamed Pacha,pasha,s.e.,C01153,Nalional Petro!eum Co,Nalional Petro!eum Co,president,0,,,,13,110
2641,1942,P00568,Taher Mohamed,S.E. Taher Mohamed Pacha,pasha,s.e.,C00410,Misr Airwork,Misr Airwork,vice_president,0,,,,13,110
2642,1942,P00568,Taher Mohamed,S.E. Taher Mohamed Pacha,pasha,s.e.,C01357,Société Egyplienne des Pétroles,Société Egyplienne des Pétroles,vice_president,0,,,,13,110
2643,1942,P00568,Taher Mohamed,S.E. Taher Mohamed Pacha,pasha,s.e.,C00912,AAdministralion de la Société Misr d'Assurances Généra- les,AAdministralion de la Société Misr d'Assurances Généra- les,council_member,0,,,,13,110
2644,1942,P00568,Taher Mohamed,S.E. Taher Mohamed Pacha,pasha,s.e.,C01146,"Misr Shipping el de la Société Hongro-Egyptienne pour le Commerce, S.A","Misr Shipping el de la Société Hongro-Egyptienne pour le Commerce, S.A",council_member,0,,,,13,110
2645,1942,P00148,Takla G.,S.E. Takla G. Pacha,pasha,s.e.,C00911,-Propriélaire du Journal «Al-Ah- ram»,-Propriélaire du Journal «Al-Ah- ram»,manager,0,,,,13,110
2646,1942,P00148,Takla G.,S.E. Takla G. Pacha,pasha,s.e.,C01469,Sté. Egyplienne de Minoterie el de Si- los,Sté. Egyplienne de Minoterie el de Si- los,president,0,,,,13,110
2647,1942,P00148,Takla G.,S.E. Takla G. Pacha,pasha,s.e.,C01535,The Egvplian Neon Lights Co,The Egvplian Neon Light Co,president,0,,,,13,110
2648,1942,P00148,Takla G.,S.E. Takla G. Pacha,pasha,s.e.,C01188,Red Sea Mining,Red Sea Mining,president,0,,,,13,110
2649,1942,P00148,Takla G.,S.E. Takla G. Pacha,pasha,s.e.,C01098,Gérance Immo- bilière,Gérance Immo- bilière,director,0,,,,13,110
2650,1942,P00148,Takla G.,S.E. Takla G. Pacha,pasha,s.e.,C00413,The Modern Buildings,The Modern Buildings,director,0,,,,13,110
2651,1942,P00148,Takla G.,S.E. Takla G. Pacha,pasha,s.e.,C01455,Société du Crédit Alexandrin,Société du Crédit Alexandrin,director,0,,,,13,110
2652,1942,P00148,Takla G.,S.E. Takla G. Pacha,pasha,s.e.,C00956,Banque Xlisr Svrie-Liban,Banque Xlisr Svrie-Liban,director,0,,,,13,110
2653,1942,P00148,Takla G.,S.E. Takla G. Pacha,pasha,s.e.,C01441,Société de Métallurgie Egv\plienne,Société de Métallurgie Egv\plienne,director,0,,,,13,110
2654,1942,P00148,Takla G.,S.E. Takla G. Pacha,pasha,s.e.,C00078,Fédération Egyptienne des Industries,Fédération Egyplienne des Industries,director,0,,,,13,110
2655,1942,P00148,Takla G.,S.E. Takla G. Pacha,pasha,s.e.,C01179,Pharaonice Mail Line,Pharaonice Mail Line,director,0,,,,13,110
2656,1942,P00148,Takla G.,S.E. Takla G. Pacha,pasha,s.e.,C01192,"Royal Ex- change Assurance, etc","Royal Ex- change Assurance, etc",director,0,,,,13,110
2657,1942,P01052,Tancred GC. H,Tancred GC. H,,,C01172,PE- gyplian General Omnibus,PE- gyplian General Omnibus,director,0,,,,13,110
2658,1942,P01053,Taylor Ewart John,Taylor Ewart John,,,C00336,"Eastern Co., S.A.E","Eastern Co., S.A.E",vice_president,0,,,,13,110
2659,1942,P01054,Tepeghiosi Nicolas,Tepeghiosi Nicolas,,,C00224,The Upper Egypt Hotels,The Upper Egvxpt Hotels Co,manager,0,,,,13,110
2660,1942,P01054,Tepeghiosi Nicolas,Tepeghiosi Nicolas,,,C00224,The Upper Egypt Hotels,The Upper Egvxpt Hotels Co,director,0,,,,13,110
2661,1942,P01055,Thuker Georges Léonard,Thuker Georges Léonard,,,C00696,"The Sheffield Smelting Co. (Egypt), S.A",The Sheffield Smelling Co. (Egypt) S.A.E,director,0,,,,13,110
2662,1942,P01056,Tilche Joseph,Tilche Joseph,,,C01219,S.A.E. Moulins «Al,S.A.E. Moulins «Al,vice_president,0,,,,13,110
2663,1942,P01056,Tilche Joseph,Tilche Joseph,,,C01653,"la«Fluviale», S.A.E","la«Fluviale», S.A.E",director,0,,,,13,110
2664,1942,P01057,Toriel André,Toriel André,,,C01599,The Union Cotton Company of Alexandria,The Union Cotton Company of Alexandria,director,0,,,,13,110
2665,1942,P01058,Toriel Henri,Toriel Henri,,,C01599,The Union Cotton Company of Alexandria,The Union Cotton Company of Alexandria,director,0,,,,13,110
2666,1942,P00150,Toriel Raphael,Toriel Raphael,,,C01623,Usines Réunies d'Egrenage,Usines Réunies d’Egrenage,president,0,,,,13,110
2667,1942,P00150,Toriel Raphael,Toriel Raphael,,,C00379,Huileries,Huileries,president,0,,,,13,110
2668,1942,P00150,Toriel Raphael,Toriel Raphael,,,C01633,"et Administrat&ur-Dé- légué de The Union Collon Co. of Alexandria, S.A.E","et Administrat&ur-Dé- légué de The Union Collon Co. of Alexandria, S.A.E",president,0,,,,13,110
