company_id,year,printed_name,name_key
C00818,1942,Firme Besso Frères,firme besso freres
C00073,1942,Fédéralion Egvplienne des Industries,federation egyptienne industries
C00073,1942,Fédération Egvptienne des Industries,federation egyptienne industries
C00073,1942,Fédération Egyplienne des Industries,federation egyptienne industries
C00073,1942,Fédération Egyptienne des Industries,federation egyptienne industries
C00073,1942,Fédération Egyptlienne dés Industries,federation egyptienne industries
C00819,1942,Fédération Internationale des Tech- niciens Agronomes,federation internationale tech niciens agronomes
C00820,1942,Fédération Nationale Aéronautique,federation nationale aeronautique
C00075,1942,Gabbari Land Co,gabbari land co
C00075,1942,Gabbhari Land Co,gabbari land co
C00304,1942,Gar- bieh Ginning Co. S.A,gharbieh ginning co
C00821,1942,Garbieh,garbieh
C00304,1942,Garbieh Ginning Co,gharbieh ginning co
C00302,1942,"Ge- neral Sociely for Banking, Trading & Land Enterprises, S.A.E",general society banking trading land enterprises s e
C00822,1942,Gen- seil d'Administration de la Société de Crédit Alexandrin. S.A.E,gen seil administration credit alexandrin s e
C00823,1942,General,general
C00824,1942,"General Mo- lors Near East, S.A",general mo tors near east s e
C00825,1942,General Motors Co,general motors co
C00826,1942,General Motors Near,general motors near
C00302,1942,"General Society for Banking Trading & Land Enterprises, S.A.E",general society banking trading land enterprises s e
C00302,1942,"General Society for Banking, Trading & Land Enterprises, S.A.E",general society banking trading land enterprises s e
C00302,1942,"General Society for Banking, Trading & Land Enterprises. S.A.E",general society banking trading land enterprises s e
C00304,1942,Gharbieh Ginning Co. S.A.E,gharbieh ginning co
C00076,1942,Gharbieh Land Co,gharbieh land co
C00303,1942,"Gharbieh, S.A.E",gharbieh s e
C00304,1942,Gharbieñ Ginning Co,gharbieh ginning co
C00303,1942,Gharhieh. S.A.E,gharbieh s e
C00827,1942,Gie. Egyp- tienne de Navigation «Le Dodécanèse»,gie egyp tienne navigation dodecanese
C00828,1942,Gou- vernement auprès des Bourses des Valeurs,gou vernement aupres bourses valeurs
C00077,1942,Grands Hôtels d'Egyple,s grands hotelscl egyptc
C00829,1942,Grands Hôtels d'Egyple el des Egvplian Hotels Lid,grands hotels egyple el egvplian hotels lid
C00830,1942,Grands Hôtels d'Egypte (Ex- Nungovich),grands hotels egypte ex nungovich
C00831,1942,"Grands Magasins Cicurel, S.A.E",grands magasins cicurel s e
C00831,1942,Grands Magasins Cicurel. S.A.E,grands magasins cicurel s e
C00832,1942,Grieve & Irwin Co. Li,grieve irwin
C00832,1942,Grieve & Irwin Co. Ltd,grieve irwin
C00055,1942,Grédil Agricole d'Egypte,credit agricole egypte
C00833,1942,Génté- ral de la Société Anonyme des Anciennes Entreprises L. Ro- lin & Co,gente ral anciennes entreprises ro lin co
C00078,1942,Gérance Immo- bilière,generale immobiliere egypte
C00078,1942,Gérance Immobiliè- re,generale immobiliere egypte
C00078,1942,Gérance Immobilière. S.A.E,generale immobiliere egypte
C00834,1942,Honneur de la Société Générale des Sucreries,honneur generale sucreries
C00315,1942,Huileries,huileries
C00835,1942,Hôpital Européen,hopital europeen
C00317,1942,Indus- trie Meunière d'Alexandrie,industrie meuniere alexandrie s e
C00318,1942,Industrie Fibres Textiles,industrie fibres textiles s e
C00318,1942,"Industrie Fibres Textiles, S.A.E",industrie fibres textiles s e
C00317,1942,Industrie Meunière d'Ale- xandrie,industrie meuniere alexandrie s e
C00317,1942,"Industrie Meunière d'Alexandrie, S.A.E",industrie meuniere alexandrie s e
C00317,1942,"Industrie Meunière d'’Ale- xandrie, S.A.E",industrie meuniere alexandrie s e
C00317,1942,Industrie Meunière d’A- lexandrie,industrie meuniere alexandrie s e
C00318,1942,Industrie des Fibres Textiles,industrie fibres textiles s e
C00836,1942,Industrie du Cuir,industrie cuir s e
C00319,1942,Industrie du Froid,industrie froid
C00080,1942,"Industrie, S.A.E",industrie
C00318,1942,Industries Fibres Textiles,industrie fibres textiles s e
C00837,1942,J'A- lexandria Navigation Co. (London) Lid,alexandria navigation co lid london
C00200,1942,Ja Banque d’Athè- nes,banque athenes
C00052,1942,Ja Crown-Brewery,crown brewery
C00072,1942,Ja Filature Nationale d'Egypte,filature nationale egypte
C00075,1942,Ja Gabbari Land Co,gabbari land co
C00076,1942,Ja Gharbieh Land Co,gharbieh land co
C00838,1942,Ja Near East Finance. S.A.E,near east finance co
C00103,1942,Ja Rosel- la & Alexandria Rice Mills,rosetta alexandria rice mills
C00839,1942,Ja So- ciélé Franco-Egy\plienne d’'Importation,ja so ciele franco egy plienne importation
C00840,1942,"Ja Sociélé Générale Immobilière d'Egypte, S.A.E",ja sociele generale immobiliere egypte s e
C00841,1942,Ja Sociélé Générale d'Electricité,ja sociele generale electricite
C00842,1942,Ja Sociélé Misr de Cigarelles el de la Société Misr de Ci- néma,ja sociele misr cigarelles el misr ci nema
C00843,1942,Ja Société Coopérative de Pélroles el de ses composés,ja cooperative pelroles el ses composes
C00844,1942,"Ja Société Egyplienne de Tissa- ge el Tricotage, S.A.E",ja egyplienne tissa ge el tricotage s e
C00844,1942,Ja Société Egyplienne de Tissage el Tricolage,ja egyplienne tissa ge el tricotage s e
C00845,1942,"Ja Société Franco-Egvptienne de Crédit, S.A.E",franco egyptienne credit
C00464,1942,Ja Société Misr d’'Assurances Générales,misr assurances generales
C00768,1942,Ja Société des Cigareltes Nestor Gianaclis,cigarettes nestor gianaclis
C00323,1942,Josv,josy
C00081,1942,"Josv Film, S.A.E",josy film s e
C00082,1942,Kafr El Zaval Cotton Co,kafr el zayat cotton co
C00846,1942,Kafr El Zaval Cotton Co. Id,kafr el zaval cotton co id
C00324,1942,Kafr El Zavyat Land Co,kafr el zayat land co
C00082,1942,Kafr El Zayat Colton Co,kafr el zayat cotton co
C00324,1942,Kafr El Zayat Land Co,kafr el zayat land co
C00847,1942,Khassa Royale,khassa royale
C00325,1942,Khedi- vial Mail Line Co,khedivial mail line
C00325,1942,Khedivial Mail Line,khedivial mail line
C00848,1942,"Khedivial Mail Steamship& Graving Docks Co., Ltd",khedivial mail steamship graving docks co
C00083,1942,Koubbeh Gardens,koubbeh gardens
C00849,1942,Land Bank of Egvpl,land bank egvpl
C00084,1942,Land Bank of Egypt,land bank egypt
C00326,1942,Levant Bonded Ware- houses Co,levant bonded ware houses co
C00326,1942,Levant Bonded Warehouses Co,levant bonded ware houses co
C00850,1942,Ma- nufacture Egvptienne de Bonnelerie el Tricotage «EI-Nib». S.A.E,manufac ture egyptienne bonnelterie tricotage ei nil s e
C00851,1942,Maison Behrend & Co. Lid,maison behrend co lid
C00329,1942,Maison Mallel Frères & Co,maison mallet freres cie
C00852,1942,Maison Peel & Co. Lid,maison peel co lid
C00853,1942,Maison Sulzer,maison sulzer
C00332,1942,"Maison d'Ameublement B. Pontremoli, S.A.E",maison ameublement b pontremoli s e
C00333,1942,Maison de Banque J. X. Mosseri Figli & Co,maison banque j n mosseri figli co
C00854,1942,"Maison de la Petite Reine, S.A.E",maison petite reine s e
C00332,1942,"Maison d’Ameublement B. Pontremoli, S.A.E",maison ameublement b pontremoli s e
C00335,1942,Maison «Les Fils de Zakello Salama & Co,maison fils zaketto salama co
C00855,1942,"Manu- facture de Textiles Egyptiens, S.A.E",manu facture textiles egyptiens s e
C00850,1942,"Manufac- ture Egyptienne de Bonnelterie et Tricotage «EI-Nil», S.A.E",manufac ture egyptienne bonnelterie tricotage ei nil s e
C00850,1942,Manufaclure Egvplienne de Bonneterie et tricolage «EI Nil»,manufac ture egyptienne bonnelterie tricotage ei nil s e
C00850,1942,"Manufacture Egyptienne de Bonneterie el Tricotage EI-Nil, S.A.E",manufac ture egyptienne bonnelterie tricotage ei nil s e
C00856,1942,Manufacture de Tex- liles Egvpliens (Karpelès & Co,manufacture texli egypliens karpeles co
C00856,1942,Manufacture de Texli- les Egypliens (Karpelès & Co.),manufacture texli egypliens karpeles co
C00856,1942,Manufacture de Textiles Egyptiens(Karpelès & Co.),manufacture texli egypliens karpeles co
C00856,1942,Manufacture des Textiles Egyptiens (Karpeles & Co.),manufacture texli egypliens karpeles co
C00857,1942,"Marconi Radio Telegraph Co. of Egvpt, S.A.E",marconi radio telegraph company egvpl s
C00857,1942,Marconi Radio Telegraph Company of Egvpl. S.A,marconi radio telegraph company egvpl s
C00858,1942,Messrs. Gibson & Pauling(Foreign) Lid,messrs gibson pauling foreign lid
C00859,1942,Minieh Ginning Co. Lid,mini eh ginning cy
C00339,1942,Misr,misr
C00340,1942,"Misr Air- work, S.A.E",misr airworks s e
C00340,1942,Misr Airwork,misr airworks s e
C00340,1942,"Misr Airwork, S.A.E. el de la",misr airworks s e
C00340,1942,"Misr Airworks, S.A.E",misr airworks s e
C00860,1942,"Misr Concre- te Development Co., SALE",misr concre te development co sale
C00861,1942,"Misr Shipping el de la Société Hongro-Egyptienne pour le Commerce, S.A",misr shipping el hongro egyptienne commerce s
C00862,1942,"Misr Shipping, S.A.E",misr shipping s e
C00863,1942,Mission Egyptienne à la Conférence Economique Internationale d° Genève 1927,mission egyptienne conference economique internationale ddeg geneve 1927
C00864,1942,"Moulins «Al Mahmou- dieh», S.A.E",moulins al mahmou dieh s e
C00864,1942,"Moulins«Al Mahmoudieh», S.A.E",moulins al mahmou dieh s e
C00865,1942,Municipale d'Alexandrie,municipale alexandrie
C00088,1942,Mécanique,mecanique
C00346,1942,Nalional Gin- ning Co,national ginning co egypt s e
C00092,1942,Nalional Insurance Co,national insurance co
C00092,1942,Nalional Insurance Co. of Egypt,national insurance co
C00093,1942,Nalional Petro!eum Co,national petroleum cy
C00866,1942,Nationa! Bak of Egvpl,nationa bak egvpl
C00867,1942,National Bank of Egvpl,national bank egvpl
C00867,1942,National Bank of Egvpt,national bank egvpl
C00091,1942,National Bank of Egypt,national bank egypt
C00868,1942,National Contracting Co. of Egvpt,nalional contracting company egvpl s e
C00345,1942,National Contracting Co. of Egypt,national contracting co egypt
C00869,1942,National Ginning Co. of Egvpl,national ginning co egvpl s
C00869,1942,"National Ginning Co. of Egvpl, S.A",national ginning co egvpl s
C00092,1942,National In- surance Co,national insurance co
C00092,1942,National Insurance Co,national insurance co
C00092,1942,National Insurance Co. 9f,national insurance co
C00870,1942,"National Insurance Co. of Egvpl (Incendie, Accidents et Risques Divers)",national insurance co egvpl incendie accidents risques divers
C00871,1942,National Insurance Co. of Egvpli KEgyplian Mining & Prospecting Co,national insurance co egvpli kegyplian mining prospecting co
C00872,1942,National Petroleum Co. de la Société Egyptienne des Pétroles (S.E.P.),national petroleum co petroles s e p
C00093,1942,National Petroléum Co,national petroleum cy
C00873,1942,Near,near
C00838,1942,"Near East Finance, S.A.E",near east finance co
C00094,1942,New Egvyplian Co,new egyptian co
C00094,1942,New Egyptian Co,new egyptian co
C00874,1942,New Egyptian Co. Lid,new egyptian co lid
C00875,1942,Nile Cold Storage & Ice Co,nile cold storage 1 lee co
C00542,1942,Nile Ginning Co. S.A.E. (Minia),nile ginning co s e minia
C00876,1942,"Nile Oil Co. (Cré- dit Minier, S.E. de Bucares!}",nile oil co cre dit minier s e bucares
C00348,1942,Nile Oil Co. S.A.E,nile oil co s e
C00348,1942,"Nile Oil Co., S.A.E",nile oil co s e
C00348,1942,Nile Oil Cy.. S.A.E,nile oil co s e
C00877,1942,"Nile Textile Co., S.A.E",nile textile co s e
C00878,1942,Nippon Godo Bocki Kaisha Lid. à Kobe (Ja- pan),nippon godo bocki kaisha lid kobe ja pan
C00879,1942,Officiel de The Alexandria Water Company Limiled,officiel alexandria water company limiled
C00880,1942,Ou Conseil d'Administration de The Misr Shipping Co. SALE,ou conseil administration misr shipping co sale
C00001,1942,PA- lexandria Insurance Co,alexandria insurance co
C00881,1942,"PAlexan- dria Navigation Gx., S.A.E. de la Commercial & Agency of Egypt Ltd",palexan dria navigation gx s e commercial agency egypt
C00882,1942,PAlexandria,palexandria
C00005,1942,PAlexandria & Ramileh Ralwax Co,alexa11 dria ramleh raih ay co
C00229,1942,PAlexandria Transport Co,alexandria transport co
C00009,1942,PAlexandria Water Co. Ad,alexandria water company
C00290,1942,PE- gyplian General Omnibus,egyptian general omnibus co
C00883,1942,"PEgyplian Mining & Prospeclting Co., S.A.E",pegyplian mining prospeclting co s e
C00527,1942,PEgyplian Road and Construction Co. S.A.E,egyptian road construction
C00097,1942,Palestine Hotels Lid,palestine hotels co
C00352,1942,Paris de la Banque d'Athènes),paris banque athenes
C00353,1942,Paris),paris
C00357,1942,"Pel- tours, S.A.E",s e peltours
C00357,1942,Peltours. S.A.E,s e peltours
C00355,1942,"Pharaonic Mail Line, S.A.E",pharaonic mail lino s e
C00355,1942,Pharaonice Mail Line,pharaonic mail lino s e
C00359,1942,"Phi- lips-Orient, S.A",phi lips orient s
C00884,1942,"Pinto Col- ton Co., S.A.E",pinto cotton co s e
C00884,1942,"Pinto Collon Co., S.A.E",pinto cotton co s e
C00884,1942,"Pinto Cotton Co., S.A.E",pinto cotton co s e
C00885,1942,Platrières de Ballah,platrieres ballah
C00886,1942,Pori- Sudan Forwarding Co. Lid,pori sudan forwarding co lid
C00362,1942,Porl-Said Salt Association Ltd,port said salt association
C00362,1942,Port Said Salt Associa- lion,port said salt association
C00362,1942,Port-Said Salt Asso- ciation,port said salt association
C00099,1942,Postes Egyp- liennes,postes egyptiennes
C00363,1942,Pressage de Coton,pressage coton
C00887,1942,PÜpper Egvpl Hotels,upper egvpt holele co s
C00102,1942,Raffinerie d'Egypte,raffinerie egypte
C00888,1942,Raffinerie d’E- gypte,raffinerie e gypte
C00889,1942,Red Sea Mining,red sea mining co
C00103,1942,Rosella & Ale- xandria Rice Mills,rosetta alexandria rice mills
C00103,1942,Rosella & Alexandria Rice Mills,rosetta alexandria rice mills
C00103,1942,Rosella& Alexandria Rice Mills,rosetta alexandria rice mills
C00103,1942,Rosetta & Ale- xandria Rice Mills,rosetta alexandria rice mills
C00103,1942,"Rosetta & Alexandria Rice Mills Co., S.A.E",rosetta alexandria rice mills
C00103,1942,Rosetta& Alexandria Rice Mills,rosetta alexandria rice mills
C00890,1942,"Royal Ex- change Assurance, etc",royal ex change assurance etc
C00891,1942,S'é. Egvplienne pour la Fabrication el l'Ex- porlalion des Conserves,s e egvplienne fabrication el ex porlalion conserves
C00109,1942,S. A. de Wadi- Kom-Ombo,wadi kom ombo
C00120,1942,S.A. Agricole el Industrielle d'Egvple,agricole industrielle egyptc
C00105,1942,S.A. Agricole el Industrielle d'Egypte,s agricole industrielle egypte
C00105,1942,S.A. Agricole et Industrielle d'Egypte,s agricole industrielle egypte
C00120,1942,S.A. Agricoleel Industrielle d'Egvple,agricole industrielle egyptc
C00892,1942,S.A. Immobili,immobilia egypte s e
C00121,1942,S.A. Immobilière d'Alexandrie,immobiliere alexandrie s f
C00368,1942,S.A. Immobilière des Ter- rains Guizeh et Rodah,s immobiliere ter rains guizeh rodah
C00368,1942,S.A. Immobilière des Terrains Ghizeh et Rodah,s immobiliere ter rains guizeh rodah
C00108,1942,S.A. Immobilière du Domai- ne de Siouf. |,immobiliere domaine siouf
C00893,1942,"S.A. Immobilière du Domaine de Siouf el de la Société des Au- tobus du Nord, S.A.E",s immobiliere domaine siouf el tobus nord s e
C00624,1942,S.A. PHAROS,s pharos
C00106,1942,S.A. de Ciment Portland Tourah,ciment portland tourah
C00115,1942,S.A. de Netto- vase et Pressage du Coton,s nettoyage pressage coton s e
C00115,1942,S.A. de Nettovage el Pressage de Coton,s nettoyage pressage coton s e
C00109,1942,S.A. de Wadi Kom Ombo,wadi kom ombo
C00109,1942,S.A. de Wadi- Kom-Ombo,wadi kom ombo
C00122,1942,S.A. des Anciennes Entrepri- ses L. Rolin & Co,anciennes entreprises rolin co
C00894,1942,S.A. des Anciens Elablissements D.C.M. Brooks,s anciens elablissements c m brooks
C00374,1942,S.A. des Bières Bomonti & Pyramides,s bieres bomonti pyramides
C00895,1942,S.A. des Bières Bomonti & Pyramides el de la Société «Pharos»,s bieres bomonti pyramides el pharos
C00123,1942,S.A. des Chemins de Fer de la Basse- Egypte,chemins fer basse egypte
C00123,1942,S.A. des Chemins de Fer de la Basse-Egypte,chemins fer basse egypte
C00378,1942,S.A. des Drogueries d'Egypte,s drogueries egypte
C00896,1942,S.A. des Drogueries d’E- gvple,s drogueries e gvple
C00048,1942,S.A. des Eaux du Caire,eaux caire
C00897,1942,S.A. des Eaux du Caire el de la Compagnie Frigorifique d'Egypte,s eaux caire el frigorifique egypte
C00898,1942,"S.A. des Elablissements Jan- sen en Egvple, S.A.E",s elablissements jan sen egvple s e
C00899,1942,S.A. des Hal- les Centrales,s hal centrales
C00158,1942,S.A. des Halles Centrales d'Egypte,halles centrales egypte
C00380,1942,S.A. des Halles Centrales d’Egvple,clc s halles centrales cl egyple
C00125,1942,S.A. des Immeubles d'E- gypte,immeubles egyptc
C00900,1942,S.A. des Immeubles d'Egvple el Secretaire Général de la Land Bank of Egypt,s immeubles egvple el secretaire general land bank egypt
C00126,1942,S.A. des Immeubles d'Egypte,s immeubles egypte
C00901,1942,S.A. des Immeubles d'Egypteel de la S.A. des Chemins de Fer Kéneh-Assouan,s immeubles egypteel s chemins fer keneh assouan
C00902,1942,S.A. des Maga- sins Egypliens Régime Bond,s maga sins egypliens regime bond
C00903,1942,S.A. des Magasins Egyp- liens Régime Bond el de la Near East Superintending Co. Lid,s magasins egyp liens regime bond el near east superintending co lid
C00383,1942,S.A. des Monts de Piélé Egvptiens,s monts piete egyptiens
C00383,1942,S.A. des Monts de Piété Egvptiens,s monts piete egyptiens
C00101,1942,S.A. des Presses Libres Egvpliennes,s presses libres egyptiennes
C00101,1942,S.A. des Presses Libres Egyp- liennes,s presses libres egyptiennes
C00101,1942,S.A. des Presses Libres Egyptiennes,s presses libres egyptiennes
C00116,1942,S.A. des Terrains de Guizeh- Rodah,s i terrains ghizeh rodah
C00904,1942,S.A. des Terrains de Guizeh-Rodah el l'Alexandria Commercial Co,s terrains guizeh rodah el alexandria commercial co
C00127,1942,S.A. des Tram- ways d'Alexandrie,tramways alexandrie
C00128,1942,S.A. des Tramwavs du Caire,s tramways caire
C00127,1942,S.A. des Tramways d'Alexandrie,tramways alexandrie
C00128,1942,S.A. des Tramways du Caire,s tramways caire
C00905,1942,"S.A. des Wagons Lits Iran, de«The Upper Egypt Hotels», de la Société Viticole el Vinicole d'Egvpte, Représentant de la Cie. Internalionale des Wa- gons-Lits en Egypte et en Palestine, Chargé des Missions en",s wagons lits iran upper egypt hotels viticole el vinicole egvpte representant cie internalionale wa gons lits egypte palestine charge missions
C00114,1942,S.A. du Béhé- ra,s behera
C00114,1942,S.A. du Béhéra,s behera
C00383,1942,S.A. les Monts de Piété Egyptiens,s monts piete egyptiens
C00906,1942,"S.A. «Prahova» Socielate Anoni- ma Romana Pentru Industria si Comertul Peltrolului, (Bu- carest)",s prahova socielate anoni ma romana pentru industria si comertul peltrolului bu carest
C00318,1942,S.A.E Industrie Fibres Textiles,industrie fibres textiles s e
C00389,1942,S.A.E. CAR- BA,s e carba
C00389,1942,S.A.E. Car- ba,s e carba
C00907,1942,S.A.E. Financière el Immo- di el Co»,s e financiere el immo di el co
C00908,1942,S.A.E. Financière el Immobi- lière,s e financiere immobiliere
C00908,1942,S.A.E. Financière et Immobiliè- re,s e financiere immobiliere
C00908,1942,S.A.E. Financière et Immobilière,s e financiere immobiliere
C00318,1942,S.A.E. Industrie Fibres Textiles,industrie fibres textiles s e
C00909,1942,S.A.E. Moulins «Al,s e moulins al
C00864,1942,S.A.E. Moulins «Al-Mah- moudieh»,moulins al mahmou dieh s e
C00357,1942,S.A.E. Peltours,s e peltours
C00910,1942,S.A.E. Starr-Orient,s e starr orient
C00911,1942,S.A.E. des Anciens Elablis- sements Hovaghimian,s e anciens etablissements hovaghimian
C00911,1942,S.A.E. des Anciens Etablissements Hovaghimian,s e anciens etablissements hovaghimian
C00911,1942,S.A.E. des Anciens KElablis- sements Hovaghimian,s e anciens etablissements hovaghimian
C00896,1942,S.A.E. des Drogueries d'Egvple,s drogueries e gvple
C00912,1942,S.A.E. des Etablissements Distillerie Bolanachi,s e etablissements distillerie bolanachi
C00913,1942,S.A.E. «Almina»,s e almina
C00389,1942,S.A.E. «Carba»,s e carba
C00914,1942,S.A.E. «Chaussures Bata»,chaussu res bata s e
C00915,1942,S.A.K. «La Fluviale»,fluviale s e
C00911,1942,S.AE. des Anciens Elablis- semen(s Hovaghimian,s e anciens etablissements hovaghimian
C00134,1942,S.E. d'Irrigation,s e irrigation
C00106,1942,S.E. de Ciment Portland Tourah,ciment portland tourah
C00135,1942,S.E. de Ciment Portland Tourah. Le Caire,ciment portland tourah caire
C00916,1942,S.E. de Tissage el,s e tissage el
C00396,1942,"S.E. de Tuyaux, Poteaux el Produits en Giment armé (Système Siegwart)",tuyaux poteaux produits ciment arme systeme siegwart
C00396,1942,"S.E. de Tuyaux, Poteaux et Produits en Ciment Armé(Système Siegwart)",tuyaux poteaux produits ciment arme systeme siegwart
C00026,1942,S.E. de la Bourse Con- merciale de Minet EI Bassal,bourse commerciale minet el bassal
C00393,1942,S.E. d’E- lectricité,electricite
C00375,1942,"SA, des Chemins de Fer de Ja Basse-Egvyple",chemins fer basse e gypte
C00109,1942,SA. de Wadi Kom Ombo,wadi kom ombo
C00374,1942,SA. des Bières Bomon- li el P\ramides,s bieres bomonti pyramides
C00917,1942,SA. des Chemins de Fer Kéneh Assouan el de la S.A. des Halles Cen- lrales d'Egyple,sa chemins fer keneh assouan el s halles cen lrales egyple
C00375,1942,SA. des Chemins de Fer de la Basse-Egvple,chemins fer basse e gypte
C00918,1942,SA. des Chemins de Fer de la Basse-Egyple el de la S.A. des Tramways du Caire,sa chemins fer basse egyple el s tramways caire
C00372,1942,"SA. des Fibres Textiles, S.A.E",s fibres textiles s e
C00125,1942,SA. des Immeubles d'Egvple,immeubles egyptc
C00383,1942,SA. des Monts de Piété Egvptiens,s monts piete egyptiens
C00128,1942,SA. des Tramways du Caire,s tramways caire
C00129,1942,SA. du Béhéra,behera
C00919,1942,SA. «La Fluviale» {Van Der Zee),sa fluviale van der zee
C00920,1942,SALE. Carba,sale carba
C00921,1942,SALE. de Cons- tructions (EGYCO”,sale cons tructions egyco
C00922,1942,SALE. «Chaussures Bala»,sale chaussures bala
C00435,1942,"SE, de Ciment Porlland-",ciment porlland
C00393,1942,SE. d'Elec- tricité,electricite
C00106,1942,SE. de Ciment Portland Tourah,ciment portland tourah
C00923,1942,Sa- ciété California Texas des Pétroles,sa ciete california texas petroles
C00117,1942,Sa- lonica Cigarelte Co,salonica cigarette co
C00117,1942,Salonica Cigarelte Co,salonica cigarette co
C00117,1942,Salonica Cigarette Co,salonica cigarette co
C00118,1942,Sidi Salem Co,sidi salem co
C00118,1942,Sidi Salem Co. XX,sidi salem co
C00924,1942,So- ciélé Coopéralive Commerciale de Crédit,so ciele cooperalive commerciale credit
C00925,1942,"So- ciélé Egvplienne du Caoutchouc, S.A.E",so ciele egvplienne caoutchouc s e
C00926,1942,So- ciélé des Aulobus du Caire,so ciele aulobus caire
C00637,1942,So- ciété California Egvyptienne des Pétroies,lu societr california egyptienne petroles s e
C00927,1942,So- ciété Egyplienne de Ciment Portland Tourah. Le Caire,so ciete egyplienne ciment portland tourah caire
C00928,1942,"So- ciété Egyplienne de Tuyaux, Poteaux el Produits en Cimenl Armé (Système Siegwart)",so ciete egyplienne tuyaux poteaux el produits cimenl arme systeme siegwart
C00929,1942,So- ciété Egyplienne pour l'Exploilalion des Mines et Carrières,socieie egvptienne exploilation mines el carrieres s e
C00930,1942,So- ciété Egyptienne pour le Tannage,so ciete egyptienne tannage
C00159,1942,So- ciété Foncière du Domaine de Cheikh Fadl,so ciete fonciere domaine cheikh fadl
C00839,1942,So- ciété Franco-Egyptienne d'Importation,ja so ciele franco egy plienne importation
C00647,1942,So- ciété Générale d'Electricité el de Mécanique,p i sociele gene rale electricite el mecanique
C00931,1942,So- ciété Immobilière de Boulac,so ciete immobiliere boulac
C00932,1942,So- ciété Misr de Navigation Maritime,so ciete misr navigation maritime
C00933,1942,So- ciété Misr de Transport el de Navigation,so ciete misr transport el navigation
C00934,1942,"So- ciété Texas Egyplienne des Pétroles, S.A.E",so ciete texas egyplienne petroles s e
C00935,1942,So- ciété des Aulobus de Charkieh el Dakabhlieh,so ciete aulobus charkieh el dakabhlieh
C00926,1942,So- ciété des Autobus du Caire,so ciele aulobus caire
C00936,1942,"Socicté Egvptlienne d'Industries Chimiques, S.A.E",socicte egvptlienne industries chimiques s e
C00937,1942,"Socielà Ano- nima Immobili Riunili el de la Pinto Cotton Co., S.A.E",sociela ano nima immobili riunili el pinto cotton co s e
C00938,1942,Socié- lé Misr d'Assurances Générales el de la Sociélé Misr de Ta- bacs el Cigarelles,socie misr assurances generales el sociele misr ta bacs el cigarelles
C00939,1942,Socié- té Anonyme Egvplienne des Industries Textiles,socie te anonyme egvplienne industries textiles
C00415,1942,"Socié- té Egyplienne de Filature el de Tissage de Laine, S.A.E",socie te egyplienne filature el tissage laine s e
C00925,1942,Socié- té Egyptienne du Caoutchouc,so ciele egvplienne caoutchouc s e
C00929,1942,"Sociéié Egvptienne pour l'Exploilation des Mines el Carrières, S.A.E",socieie egvptienne exploilation mines el carrieres s e
C00940,1942,Sociéli Franco-Egyptienne de Crédit,socieli franco egyptienne credit
C00941,1942,Sociélé Anonyme des Eaux du Caire el de la Compagnie Frigorifique d'Egypte,sociele anonyme eaux caire el frigorifique egypte
C00637,1942,"Sociélé California Egyplienne de Pélroles, S.A.E",lu societr california egyptienne petroles s e
C00942,1942,Sociélé Cotonnière«#Maarad»,sociele cotonniere maarad
C00943,1942,"Sociélé E- gvptienne d'Electricité, S.A",sociele e gvptienne electricite s
C00944,1942,Sociélé Egvp- benne d'Egrenage,sociele egvp benne egrenage
C00943,1942,Sociélé Egvplienne d'Electricité,sociele e gvptienne electricite s
C00945,1942,Sociélé Egvplienne de la Bourse Commerciale de Minet El Bassal,ste egyptienne bourse commerciale minet el bassal
C00946,1942,"Sociélé Egvplienne pour le Tannage el l'industrie du Cuir, SALE",sociele egvplienne tannage el industrie cuir sale
C00947,1942,Sociélé Egvptienne d'Entreprises Ur- baines et Rurales,sociele egvptienne entreprises ur baines rurales
C00927,1942,Sociélé Egvptienne de Ciment Portland Tourah. Le Caire,so ciete egyplienne ciment portland tourah caire
C00948,1942,Sociélé Egvptiienne pour le,sociele egvptiienne
C00949,1942,Sociélé Egyp- tienne d'Entreprises el Constructions (S.E.D.E.C.),sociele egyp tienne entreprises el constructions s e e c
C00943,1942,"Sociélé Egyplien- ne d’Electricilé, S.A",sociele e gvptienne electricite s
C00943,1942,"Sociélé Egyplienne d'Electricité, S.A",sociele e gvptienne electricite s
C00950,1942,Sociélé Egyplienne pour le Développement du Commerce des Légumes. Fruits et Fleurs,sociele egyplienne developpement commerce legumes fruits fleurs
C00490,1942,Sociélé Egyptienne Financière pour le Commerce el l'Industrie«Sefina»,socl6t6 egyptienne financiere commercect industrie sefina
C00951,1942,Sociélé Egyptienne de Tissageel Tricolage,sociele egyptienne tissageel tricolage
C00945,1942,Sociélé Egyptienne de la Bourse Commerciale de Minet El Bassal,ste egyptienne bourse commerciale minet el bassal
C00952,1942,Sociélé Française de Distribution des Pétroles au Maroc,sociele francaise distribution petroles maroc
C00953,1942,Sociélé Française des Combustibles Liquides,sociele francaise combustibles liquides
C00954,1942,Sociélé Générale de Pres- sage,sociele generale pres sage
C00955,1942,Sociélé Générale de Pressage el de Dépôts,sociele generale pressage el depots
C00647,1942,Sociélé Générale d’'Electricité el de Mécanique,p i sociele gene rale electricite el mecanique
C00956,1942,Sociélé Manufacture des Textiles Egyp- liens (Karpelès et Co.),sociele manufacture textiles egyp liens karpeles co
C00957,1942,Sociélé Misr d'Assurances Générales,sociele misr assurances generales
