year,next_year,person_id,origin,office,seats,mates,pairs,open_share,effective_size,constraint,survives,seats_next,new_seats,growth,seat_cat
1932,1938,P00125,european,False,3,11,55,0.32727272727272727,5.272727272727273,0.23489169680728123,False,0,0,-3,3
1932,1938,P00126,european,False,7,4,6,1.0,4.0,0.25,False,0,0,-7,5
1932,1938,P00127,european,False,4,8,28,0.7857142857142857,6.5,0.2322341900887574,False,0,0,-4,4
1932,1938,P00128,european,False,3,2,1,0.0,1.0,0.7799408284023668,False,0,0,-3,3
1932,1938,P00129,local_minority,False,1,3,3,0.0,1.0,0.7441975308641977,False,0,0,-1,1
1932,1938,P00130,local_minority,False,8,19,171,0.6900584795321637,14.428571428571427,0.13519128920078877,False,0,0,-8,5
1932,1938,P00131,unknown,False,2,2,1,0.0,1.0,0.9027777777777779,False,0,0,-2,2
1932,1938,P00132,unknown,False,1,1,0,,1.0,1.0,False,0,0,-1,1
1932,1938,P00133,arab_egyptian,True,1,2,1,0.0,1.0,0.87890625,False,0,0,-1,1
1932,1938,P00134,local_minority,False,5,16,120,0.65,12.071428571428573,0.18031969924113586,False,0,0,-5,5
1932,1938,P00135,local_minority,False,4,5,10,0.0,2.1999999999999997,0.36240646962927187,True,10,10,6,4
1932,1938,P00136,european,False,1,0,0,,,,False,0,0,-1,1
1932,1938,P00137,unknown,False,3,4,6,0.5,2.5,0.3879253472222222,False,0,0,-3,3
1932,1938,P00138,local_minority,False,1,2,1,0.0,1.0,0.87890625,False,0,0,-1,1
1932,1938,P00139,local_minority,False,2,0,0,,,,True,1,1,-1,2
1932,1938,P00140,local_minority,False,1,2,1,0.0,1.0,1.125,True,1,0,0,1
1932,1938,P00141,local_minority,False,2,11,55,0.2909090909090909,4.791666666666667,0.2620968733743242,True,2,0,0,2
1932,1938,P00142,local_minority,False,1,2,1,0.0,1.0,1.125,False,0,0,-1,1
1932,1938,P00143,local_minority,False,1,2,1,0.0,1.0,1.125,False,0,0,-1,1
1932,1938,P00144,local_minority,False,1,0,0,,,,True,2,2,1,1
1932,1938,P00145,local_minority,False,2,3,3,0.0,1.3333333333333335,0.6420307382212143,False,0,0,-2,2
1932,1938,P00146,arab_egyptian,False,2,10,45,0.17777777777777778,2.600000000000001,0.31319740667689394,True,5,4,3,2
1932,1938,P00147,local_minority,False,2,4,6,0.0,1.625,0.40364055993863684,True,2,0,0,2
1932,1938,P00148,local_minority,False,1,1,0,,1.0,1.0,False,0,0,-1,1
1932,1938,P00149,arab_egyptian,False,4,10,45,0.7333333333333333,8.05,0.21241253534311727,False,0,0,-4,4
1932,1938,P00150,local_minority,False,2,0,0,,,,True,3,3,1,2
1932,1938,P00151,local_minority,False,2,1,0,,1.0,1.0,False,0,0,-2,2
1932,1938,P00152,local_minority,False,3,6,15,0.3333333333333333,3.3333333333333335,0.3172682650750416,False,0,0,-3,3
1932,1938,P00153,european,False,5,2,1,0.0,1.0,0.70703125,False,0,0,-5,5
1932,1938,P00154,european,False,1,1,0,,1.0,1.0,True,1,1,0,1
1932,1938,P00155,european,False,1,1,0,,1.0,1.0,True,9,8,8,1
1932,1938,P00156,european,False,2,4,6,0.0,1.8750000000000002,0.36387929300906563,True,3,1,1,2
1932,1938,P00158,unknown,False,3,1,0,,1.0,1.0,True,4,4,1,3
1932,1938,P00159,unknown,False,1,2,1,0.0,1.0,0.8469444444444445,False,0,0,-1,1
1932,1938,P00160,european,False,1,5,10,0.0,1.9000000000000001,0.3792484529014366,False,0,0,-1,1
1932,1938,P00161,local_minority,False,1,3,3,0.0,1.3333333333333335,0.5637860082304527,False,0,0,-1,1
1932,1938,P00162,unknown,False,1,0,0,,,,False,0,0,-1,1
1932,1938,P00163,arab_egyptian,False,1,2,1,0.0,1.0,0.5898274497175596,False,0,0,-1,1
1938,1942,P00002,arab_egyptian,False,1,0,0,,,,True,1,1,0,1
1938,1942,P00008,local_minority,False,3,0,0,,,,True,4,3,1,3
1938,1942,P00018,arab_egyptian,False,1,0,0,,,,False,0,0,-1,1
1938,1942,P00028,local_minority,True,6,9,36,0.75,7.601851851851851,0.17869277971918962,True,1,1,-5,5
1938,1942,P00034,unknown,False,1,2,1,0.0,1.0,1.125,True,2,1,1,1
1938,1942,P00036,european,True,2,8,28,0.42857142857142855,5.125,0.2517163902819148,True,5,5,3,2
1938,1942,P00040,local_minority,False,1,1,0,,1.0,1.0,True,1,0,0,1
1938,1942,P00042,local_minority,False,1,1,0,,1.0,1.0,True,1,1,0,1
1938,1942,P00045,arab_egyptian,True,5,11,55,0.6181818181818182,8.238095238095237,0.2283806319280998,False,0,0,-5,5
1938,1942,P00046,local_minority,True,1,2,1,0.0,1.0,0.6209977324263039,False,0,0,-1,1
1938,1942,P00047,local_minority,False,1,4,6,0.0,2.125,0.5518444896449703,True,1,0,0,1
1938,1942,P00058,european,False,3,8,28,0.5714285714285714,5.666666666666667,0.35129855682090216,False,0,0,-3,3
1938,1942,P00059,european,False,10,13,78,0.6538461538461539,10.157894736842104,0.21464863685541724,False,0,0,-10,5
1938,1942,P00060,unknown,False,2,1,0,,1.0,1.0,False,0,0,-2,2
1938,1942,P00061,unknown,False,2,1,0,,1.0,1.0,False,0,0,-2,2
1938,1942,P00063,european,False,3,2,1,0.0,1.0,0.686530612244898,False,0,0,-3,3
1938,1942,P00065,arab_egyptian,True,2,0,0,,,,True,1,1,-1,2
1938,1942,P00067,european,False,7,13,78,0.717948717948718,10.536458333333332,0.2057636017053305,True,6,3,-1,5
1938,1942,P00069,local_minority,False,2,0,0,,,,True,3,2,1,2
1938,1942,P00089,unknown,False,9,12,66,0.7878787878787878,10.038461538461538,0.17159761979281005,True,6,4,-3,5
1938,1942,P00090,unknown,False,2,7,21,0.23809523809523808,3.8125,0.4082696464002267,True,2,0,0,2
1938,1942,P00091,local_minority,False,2,4,6,0.0,1.8055555555555556,0.569197255375823,True,2,1,0,2
1938,1942,P00092,european,False,2,1,0,,1.0,1.0,False,0,0,-2,2
1938,1942,P00093,local_minority,False,5,8,28,0.5357142857142857,5.545454545454546,0.29720988603231446,True,4,0,-1,5
1938,1942,P00096,european,False,4,1,0,,1.0,1.0,True,7,6,3,4
1938,1942,P00100,arab_egyptian,True,12,25,300,0.84,21.994791666666664,0.115376779362346,True,13,8,1,5
1938,1942,P00102,european,False,4,8,28,0.5357142857142857,5.888888888888889,0.2840957248797557,True,3,2,-1,4
1938,1942,P00106,local_minority,False,13,13,78,0.7948717948717948,10.904761904761907,0.1945602237493637,False,0,0,-13,5
1938,1942,P00108,local_minority,False,1,2,1,0.0,1.25,0.8469444444444445,True,2,2,1,1
1938,1942,P00114,european,False,2,3,3,0.0,1.5,0.5926326474977043,True,2,0,0,2
1938,1942,P00115,european,False,18,26,325,0.7876923076923077,22.03030303030303,0.12124535422343759,False,0,0,-18,5
1938,1942,P00116,local_minority,False,3,10,45,0.3111111111111111,5.923611111111112,0.2699532853303305,True,3,0,0,3
1938,1942,P00120,local_minority,False,8,20,190,0.8105263157894737,16.8375,0.13024864723312113,True,1,1,-7,5
1938,1942,P00123,local_minority,False,3,1,0,,1.0,1.0,True,3,2,0,3
1938,1942,P00124,european,False,1,3,3,0.0,1.3333333333333335,0.6717804305683093,True,1,0,0,1
1938,1942,P00135,local_minority,False,10,14,91,0.7362637362637363,11.399999999999999,0.17901688440042587,False,0,0,-10,5
1938,1942,P00139,local_minority,False,1,1,0,,1.0,1.0,False,0,0,-1,1
1938,1942,P00140,local_minority,False,1,3,3,0.0,1.0,0.808641975308642,False,0,0,-1,1
1938,1942,P00141,local_minority,False,2,9,36,0.5,5.981481481481481,0.2552855816602301,False,0,0,-2,2
1938,1942,P00144,local_minority,False,2,6,15,0.26666666666666666,2.7142857142857144,0.4238403269471053,True,1,1,-1,2
1938,1942,P00146,arab_egyptian,False,5,12,66,0.7424242424242424,9.654761904761905,0.20908944958191608,True,1,1,-4,5
1938,1942,P00147,local_minority,False,2,3,3,0.0,1.8333333333333335,0.43715676374716544,False,0,0,-2,2
1938,1942,P00150,local_minority,False,3,0,0,,,,True,11,10,8,3
1938,1942,P00154,european,False,1,0,0,,,,True,3,3,2,1
1938,1942,P00155,european,False,9,11,55,0.7636363636363637,9.140625,0.1883155405263668,False,0,0,-9,5
1938,1942,P00156,european,False,3,5,10,0.0,2.4444444444444446,0.4498398406058338,False,0,0,-3,3
1938,1942,P00158,unknown,False,4,3,3,0.6666666666666666,2.3333333333333335,0.4982853223593964,True,10,8,6,4
1938,1942,P00164,arab_egyptian,True,1,3,3,0.0,1.0,0.808641975308642,False,0,0,-1,1
1938,1942,P00165,arab_egyptian,False,1,3,3,0.0,1.3333333333333335,0.7471655328798186,True,2,2,1,1
1938,1942,P00166,arab_egyptian,False,6,10,45,0.6222222222222222,7.449999999999999,0.21739262831868864,True,6,3,0,5
1938,1942,P00168,arab_egyptian,False,1,1,0,,1.0,1.0,False,0,0,-1,1
1938,1942,P00169,arab_egyptian,False,2,1,0,,1.0,1.0,True,6,5,4,2
1938,1942,P00170,arab_egyptian,False,1,0,0,,,,False,0,0,-1,1
1938,1942,P00172,arab_egyptian,False,1,4,6,0.0,1.5625,0.5972640306122449,False,0,0,-1,1
1938,1942,P00174,unknown,False,1,0,0,,,,False,0,0,-1,1
1938,1942,P00175,local_minority,False,1,0,0,,,,False,0,0,-1,1
1938,1942,P00177,local_minority,False,2,5,10,0.0,1.6,0.523191836734694,False,0,0,-2,2
1938,1942,P00178,local_minority,False,1,0,0,,,,False,0,0,-1,1
1938,1942,P00179,local_minority,False,1,0,0,,,,True,1,1,0,1
1938,1942,P00181,unknown,False,1,0,0,,,,False,0,0,-1,1
1938,1942,P00182,unknown,False,2,0,0,,,,False,0,0,-2,2
1938,1942,P00183,unknown,False,1,2,1,0.0,1.0,0.9225,True,1,0,0,1
1938,1942,P00184,european,False,3,11,55,0.6363636363636364,8.196969696969697,0.21034383697507472,True,17,14,14,3
1938,1942,P00185,european,False,2,11,55,0.4909090909090909,7.242424242424243,0.21102479087922837,True,5,5,3,2
1938,1942,P00187,local_minority,False,2,0,0,,,,True,3,3,1,2
1938,1942,P00188,unknown,False,1,2,1,0.0,1.0,1.125,False,0,0,-1,1
1938,1942,P00189,arab_egyptian,False,1,1,0,,1.0,1.0,True,1,0,0,1
1938,1942,P00190,unknown,False,3,0,0,,,,False,0,0,-3,3
1938,1942,P00191,local_minority,False,1,0,0,,,,True,1,1,0,1
1938,1942,P00193,unknown,False,1,8,28,0.0,3.218749999999999,0.34379181278735904,False,0,0,-1,1
1938,1942,P00194,unknown,True,2,5,10,0.4,2.5999999999999996,0.5300000000000001,False,0,0,-2,2
1938,1942,P00195,unknown,True,3,8,28,0.5357142857142857,5.4375,0.23984597318525414,False,0,0,-3,3
1938,1942,P00196,unknown,False,1,0,0,,,,False,0,0,-1,1
1938,1942,P00197,unknown,False,1,3,3,0.0,1.5,0.717939027462837,False,0,0,-1,1
1938,1942,P00198,unknown,False,1,0,0,,,,True,1,0,0,1
1938,1942,P00199,local_minority,False,1,3,3,0.0,1.0,0.925925925925926,False,0,0,-1,1
1938,1942,P00201,unknown,False,1,0,0,,,,True,1,0,0,1
1938,1942,P00202,arab_egyptian,True,1,0,0,,,,False,0,0,-1,1
1938,1942,P00203,arab_egyptian,False,1,1,0,,1.0,1.0,False,0,0,-1,1
1938,1942,P00204,unknown,False,1,3,3,0.0,1.5555555555555556,0.6073731575963719,False,0,0,-1,1
1938,1942,P00205,unknown,False,9,14,91,0.8351648351648352,12.489583333333332,0.1516126034272428,False,0,0,-9,5
1938,1942,P00206,unknown,False,1,0,0,,,,False,0,0,-1,1
1938,1942,P00207,unknown,False,1,0,0,,,,False,0,0,-1,1
1938,1942,P00208,european,False,1,0,0,,,,False,0,0,-1,1
1938,1942,P00209,unknown,False,1,5,10,0.0,0.9999999999999998,0.5872777777777779,True,1,0,0,1
1938,1942,P00210,european,False,1,6,15,0.0,2.541666666666667,0.4942957923910304,True,2,1,1,1
1938,1942,P00211,unknown,False,2,0,0,,,,False,0,0,-2,2
1938,1942,P00213,arab_egyptian,False,1,1,0,,1.0,1.0,False,0,0,-1,1
1938,1942,P00214,local_minority,False,1,0,0,,,,True,4,4,3,1
1938,1942,P00215,local_minority,False,1,0,0,,,,True,1,1,0,1
1938,1942,P00216,unknown,False,1,3,3,0.0,1.0,0.925925925925926,False,0,0,-1,1
1938,1942,P00217,unknown,False,1,3,3,0.0,1.0,0.925925925925926,True,1,1,0,1
1938,1942,P00218,unknown,False,3,5,10,0.5,3.433333333333333,0.37970873859185555,False,0,0,-3,3
1938,1942,P00219,local_minority,False,2,0,0,,,,False,0,0,-2,2
1938,1942,P00221,european,False,2,8,28,0.5357142857142857,4.75,0.3759027777777778,True,1,0,-1,2
1938,1942,P00222,european,False,2,0,0,,,,False,0,0,-2,2
1938,1942,P00223,unknown,False,1,1,0,,1.0,1.0,False,0,0,-1,1
1938,1942,P00224,unknown,False,1,5,10,0.0,0.9999999999999998,0.6480000000000001,True,1,0,0,1
1938,1942,P00226,local_minority,False,1,2,1,0.0,1.3333333333333335,0.656494140625,False,0,0,-1,1
1938,1942,P00227,unknown,False,2,6,15,0.0,2.53125,0.49869490504535147,True,1,1,-1,2
1938,1942,P00228,unknown,False,2,3,3,0.6666666666666666,2.5,0.40666729654824885,False,0,0,-2,2
1938,1942,P00229,european,False,1,5,10,0.0,2.533333333333333,0.45256802367105403,False,0,0,-1,1
1938,1942,P00231,european,False,1,2,1,0.0,1.5,0.5956317712270094,False,0,0,-1,1
1938,1942,P00232,unknown,False,1,0,0,,,,False,0,0,-1,1
1938,1942,P00233,unknown,False,1,6,15,0.0,2.166666666666667,0.3776127152919631,False,0,0,-1,1
1938,1942,P00234,unknown,False,1,0,0,,,,True,1,1,0,1
1938,1942,P00235,unknown,False,2,3,3,0.6666666666666666,2.3333333333333335,0.3945770839710233,False,0,0,-2,2
1938,1942,P00236,unknown,False,1,0,0,,,,True,1,1,0,1
1938,1942,P00237,european,False,1,4,6,0.0,1.0,0.765625,True,1,0,0,1
1938,1942,P00238,unknown,False,1,0,0,,,,False,0,0,-1,1
1938,1942,P00239,unknown,False,1,1,0,,1.0,1.0,True,1,0,0,1
1938,1942,P00240,local_minority,False,1,2,1,0.0,1.25,0.5985828037110088,False,0,0,-1,1
1938,1942,P00241,unknown,False,1,6,15,0.0,2.166666666666667,0.3776127152919631,True,1,1,0,1
1938,1942,P00242,european,False,1,2,1,0.0,1.25,0.5907826672335601,False,0,0,-1,1
1938,1942,P00243,unknown,False,1,0,0,,,,False,0,0,-1,1
1938,1942,P00244,unknown,False,1,0,0,,,,True,1,1,0,1
1938,1942,P00245,unknown,False,1,0,0,,,,False,0,0,-1,1
1938,1942,P00246,local_minority,False,1,1,0,,1.0,1.0,False,0,0,-1,1
1938,1942,P00247,unknown,False,1,6,15,0.0,1.0000000000000004,0.5026620370370369,False,0,0,-1,1
1938,1942,P00248,local_minority,False,1,0,0,,,,True,1,1,0,1
1938,1942,P00249,unknown,False,1,2,1,0.0,1.6666666666666667,0.548095703125,False,0,0,-1,1
1938,1942,P00250,local_minority,False,1,3,3,0.0,1.0,0.925925925925926,False,0,0,-1,1
1938,1942,P00251,local_minority,False,17,33,528,0.8882575757575758,30.226190476190478,0.09547058996460545,True,19,9,2,5
1938,1942,P00252,local_minority,False,1,1,0,,1.0,1.0,False,0,0,-1,1
1938,1942,P00253,local_minority,False,9,8,28,0.5714285714285714,5.3999999999999995,0.3022456526946178,False,0,0,-9,5
1938,1942,P00254,arab_egyptian,False,1,2,1,0.0,1.0,1.125,False,0,0,-1,1
