year,company_id,n_directors,n_political,n_national,share_political,connected
1938,C00604,1,0,0,0.0,False
1938,C00605,1,0,0,0.0,False
1938,C00606,1,0,0,0.0,False
1938,C00607,1,0,0,0.0,False
1938,C00608,1,0,0,0.0,False
1938,C00609,1,0,0,0.0,False
1938,C00610,1,0,0,0.0,False
1938,C00611,1,0,0,0.0,False
1938,C00612,1,0,0,0.0,False
1938,C00613,1,0,0,0.0,False
1938,C00614,1,0,0,0.0,False
1938,C00615,1,0,0,0.0,False
1938,C00616,1,1,1,1.0,True
1938,C00617,1,0,0,0.0,False
1938,C00618,1,0,0,0.0,False
1938,C00619,1,0,0,0.0,False
1938,C00620,1,0,0,0.0,False
1938,C00621,1,0,0,0.0,False
1938,C00622,1,0,0,0.0,False
1938,C00623,1,0,0,0.0,False
1938,C00624,1,1,1,1.0,True
1938,C00625,1,0,0,0.0,False
1938,C00626,1,0,0,0.0,False
1938,C00627,1,0,0,0.0,False
1938,C00628,1,0,0,0.0,False
1938,C00629,1,0,0,0.0,False
1938,C00630,1,0,0,0.0,False
1938,C00631,1,0,0,0.0,False
1938,C00632,1,0,0,0.0,False
1938,C00633,1,0,0,0.0,False
1938,C00634,1,0,0,0.0,False
1938,C00635,1,0,0,0.0,False
1938,C00636,1,0,0,0.0,False
1938,C00637,1,0,0,0.0,False
1938,C00638,1,0,0,0.0,False
1938,C00639,1,0,0,0.0,False
1938,C00640,1,0,0,0.0,False
1938,C00641,1,0,0,0.0,False
1938,C00642,1,0,0,0.0,False
1938,C00643,1,0,0,0.0,False
1938,C00644,1,0,0,0.0,False
1938,C00645,1,0,0,0.0,False
1938,C00646,1,0,0,0.0,False
1938,C00647,1,1,1,1.0,True
1938,C00648,1,0,0,0.0,False
1938,C00649,1,0,0,0.0,False
1938,C00650,1,0,0,0.0,False
1938,C00651,1,0,0,0.0,False
1938,C00652,1,0,0,0.0,False
1938,C00653,1,0,0,0.0,False
1938,C00654,1,0,0,0.0,False
1938,C00655,1,0,0,0.0,False
1938,C00656,1,0,0,0.0,False
1938,C00657,1,0,0,0.0,False
1938,C00658,1,0,0,0.0,False
1938,C00659,1,0,0,0.0,False
1938,C00660,1,0,0,0.0,False
1938,C00661,1,0,0,0.0,False
1938,C00662,1,0,0,0.0,False
1942,C00001,11,1,1,0.09090909090909091,True
1942,C00004,1,0,0,0.0,False
1942,C00005,4,0,0,0.0,False
1942,C00006,1,0,0,0.0,False
1942,C00007,5,2,2,0.4,True
1942,C00008,12,1,1,0.08333333333333333,True
1942,C00009,5,1,1,0.2,True
1942,C00010,3,0,0,0.0,False
1942,C00012,4,1,1,0.25,True
1942,C00013,2,0,0,0.0,False
1942,C00014,6,1,1,0.16666666666666666,True
1942,C00015,2,0,0,0.0,False
1942,C00018,7,1,1,0.14285714285714285,True
1942,C00020,4,4,4,1.0,True
1942,C00023,1,1,1,1.0,True
1942,C00024,1,0,0,0.0,False
1942,C00025,3,0,0,0.0,False
1942,C00026,2,0,0,0.0,False
1942,C00027,1,0,0,0.0,False
1942,C00029,2,0,0,0.0,False
1942,C00030,3,0,0,0.0,False
1942,C00031,3,0,0,0.0,False
1942,C00032,1,0,0,0.0,False
1942,C00037,1,0,0,0.0,False
1942,C00042,2,0,0,0.0,False
1942,C00043,3,1,1,0.3333333333333333,True
1942,C00046,2,0,0,0.0,False
1942,C00047,2,0,0,0.0,False
1942,C00048,3,1,0,0.3333333333333333,True
1942,C00052,5,2,0,0.4,True
1942,C00054,1,0,0,0.0,False
1942,C00055,5,0,0,0.0,False
1942,C00056,6,1,1,0.16666666666666666,True
1942,C00058,5,0,0,0.0,False
1942,C00059,2,0,0,0.0,False
1942,C00060,2,0,0,0.0,False
1942,C00061,1,1,1,1.0,True
1942,C00062,1,0,0,0.0,False
1942,C00063,1,0,0,0.0,False
1942,C00065,2,1,1,0.5,True
1942,C00067,1,0,0,0.0,False
1942,C00068,1,1,1,1.0,True
1942,C00069,2,1,1,0.5,True
1942,C00070,7,2,1,0.2857142857142857,True
1942,C00071,1,0,0,0.0,False
1942,C00072,6,2,2,0.3333333333333333,True
1942,C00073,7,1,1,0.14285714285714285,True
1942,C00075,4,1,1,0.25,True
1942,C00076,7,0,0,0.0,False
1942,C00077,1,1,1,1.0,True
1942,C00078,7,1,1,0.14285714285714285,True
1942,C00080,1,1,1,1.0,True
1942,C00081,2,0,0,0.0,False
1942,C00082,5,1,1,0.2,True
1942,C00083,1,0,0,0.0,False
1942,C00084,6,1,1,0.16666666666666666,True
1942,C00088,2,0,0,0.0,False
1942,C00091,4,2,1,0.5,True
1942,C00092,5,1,1,0.2,True
1942,C00093,4,0,0,0.0,False
1942,C00094,2,0,0,0.0,False
1942,C00097,2,0,0,0.0,False
1942,C00099,1,1,1,1.0,True
1942,C00101,3,0,0,0.0,False
1942,C00102,1,0,0,0.0,False
1942,C00103,8,1,1,0.125,True
1942,C00105,2,0,0,0.0,False
1942,C00106,4,0,0,0.0,False
1942,C00108,3,1,1,0.3333333333333333,True
1942,C00109,8,4,4,0.5,True
1942,C00112,1,0,0,0.0,False
1942,C00114,3,0,0,0.0,False
1942,C00115,2,0,0,0.0,False
1942,C00116,1,0,0,0.0,False
1942,C00117,5,0,0,0.0,False
1942,C00118,2,0,0,0.0,False
1942,C00120,2,0,0,0.0,False
1942,C00121,3,0,0,0.0,False
1942,C00122,1,0,0,0.0,False
1942,C00123,2,0,0,0.0,False
1942,C00125,2,0,0,0.0,False
1942,C00126,1,0,0,0.0,False
1942,C00127,3,0,0,0.0,False
1942,C00128,9,0,0,0.0,False
1942,C00129,3,1,1,0.3333333333333333,True
1942,C00130,4,0,0,0.0,False
1942,C00131,7,0,0,0.0,False
1942,C00134,1,0,0,0.0,False
1942,C00135,1,0,0,0.0,False
1942,C00140,1,0,0,0.0,False
1942,C00142,1,1,0,1.0,True
1942,C00143,2,0,0,0.0,False
1942,C00145,1,0,0,0.0,False
1942,C00147,4,0,0,0.0,False
1942,C00148,1,0,0,0.0,False
1942,C00150,1,1,1,1.0,True
1942,C00151,1,0,0,0.0,False
1942,C00153,1,0,0,0.0,False
1942,C00157,1,0,0,0.0,False
1942,C00158,2,1,0,0.5,True
1942,C00159,1,0,0,0.0,False
1942,C00162,3,0,0,0.0,False
1942,C00164,8,1,1,0.125,True
1942,C00165,1,0,0,0.0,False
1942,C00166,1,0,0,0.0,False
1942,C00167,2,0,0,0.0,False
1942,C00171,4,2,2,0.5,True
1942,C00173,1,0,0,0.0,False
1942,C00174,1,0,0,0.0,False
1942,C00175,5,0,0,0.0,False
1942,C00177,1,0,0,0.0,False
1942,C00178,4,0,0,0.0,False
1942,C00179,1,0,0,0.0,False
1942,C00182,2,0,0,0.0,False
1942,C00184,1,0,0,0.0,False
1942,C00190,2,0,0,0.0,False
1942,C00191,1,0,0,0.0,False
1942,C00192,3,0,0,0.0,False
1942,C00196,3,0,0,0.0,False
1942,C00200,10,0,0,0.0,False
1942,C00202,1,1,1,1.0,True
1942,C00203,1,0,0,0.0,False
1942,C00206,1,0,0,0.0,False
1942,C00210,4,2,2,0.5,True
1942,C00220,1,0,0,0.0,False
1942,C00229,3,1,1,0.3333333333333333,True
1942,C00232,6,0,0,0.0,False
1942,C00233,1,0,0,0.0,False
1942,C00235,1,0,0,0.0,False
1942,C00238,1,0,0,0.0,False
1942,C00239,4,1,1,0.25,True
1942,C00240,1,1,0,1.0,True
1942,C00241,2,0,0,0.0,False
1942,C00242,3,0,0,0.0,False
1942,C00245,1,0,0,0.0,False
1942,C00247,3,0,0,0.0,False
1942,C00248,2,0,0,0.0,False
1942,C00249,1,0,0,0.0,False
1942,C00252,1,0,0,0.0,False
1942,C00258,1,0,0,0.0,False
1942,C00259,2,0,0,0.0,False
1942,C00261,3,0,0,0.0,False
1942,C00263,1,1,0,1.0,True
1942,C00266,1,0,0,0.0,False
1942,C00268,1,0,0,0.0,False
1942,C00273,1,0,0,0.0,False
1942,C00275,1,1,1,1.0,True
1942,C00276,1,0,0,0.0,False
1942,C00280,3,1,0,0.3333333333333333,True
1942,C00282,4,0,0,0.0,False
1942,C00289,6,1,1,0.16666666666666666,True
1942,C00290,8,0,0,0.0,False
1942,C00291,9,2,2,0.2222222222222222,True
1942,C00293,3,1,1,0.3333333333333333,True
1942,C00295,2,0,0,0.0,False
1942,C00296,2,0,0,0.0,False
1942,C00297,1,0,0,0.0,False
1942,C00302,4,0,0,0.0,False
1942,C00303,3,0,0,0.0,False
1942,C00304,6,0,0,0.0,False
1942,C00310,1,0,0,0.0,False
1942,C00315,2,1,1,0.5,True
1942,C00317,6,1,1,0.16666666666666666,True
1942,C00318,5,1,1,0.2,True
1942,C00319,2,0,0,0.0,False
1942,C00323,1,0,0,0.0,False
1942,C00324,3,0,0,0.0,False
1942,C00325,3,2,2,0.6666666666666666,True
1942,C00326,2,0,0,0.0,False
1942,C00329,1,0,0,0.0,False
1942,C00332,3,0,0,0.0,False
1942,C00333,1,0,0,0.0,False
1942,C00335,1,0,0,0.0,False
1942,C00339,1,0,0,0.0,False
1942,C00340,4,1,1,0.25,True
1942,C00341,1,0,0,0.0,False
1942,C00343,1,0,0,0.0,False
1942,C00345,1,0,0,0.0,False
1942,C00346,3,0,0,0.0,False
1942,C00348,5,0,0,0.0,False
1942,C00352,1,0,0,0.0,False
1942,C00353,2,0,0,0.0,False
1942,C00355,4,3,3,0.75,True
1942,C00357,3,0,0,0.0,False
1942,C00359,1,0,0,0.0,False
1942,C00362,4,2,2,0.5,True
1942,C00363,2,0,0,0.0,False
1942,C00368,3,0,0,0.0,False
1942,C00372,1,0,0,0.0,False
1942,C00374,2,0,0,0.0,False
1942,C00375,4,1,1,0.25,True
1942,C00378,3,0,0,0.0,False
1942,C00380,1,0,0,0.0,False
1942,C00383,5,0,0,0.0,False
1942,C00389,4,0,0,0.0,False
1942,C00393,3,0,0,0.0,False
1942,C00396,2,0,0,0.0,False
1942,C00406,1,0,0,0.0,False
1942,C00415,1,0,0,0.0,False
1942,C00419,6,0,0,0.0,False
1942,C00420,2,0,0,0.0,False
1942,C00422,1,0,0,0.0,False
1942,C00423,2,0,0,0.0,False
1942,C00425,1,0,0,0.0,False
1942,C00427,2,0,0,0.0,False
1942,C00429,2,0,0,0.0,False
1942,C00431,5,0,0,0.0,False
1942,C00432,5,0,0,0.0,False
1942,C00435,1,0,0,0.0,False
1942,C00436,1,0,0,0.0,False
1942,C00437,1,0,0,0.0,False
1942,C00440,1,0,0,0.0,False
1942,C00442,1,0,0,0.0,False
1942,C00445,3,0,0,0.0,False
1942,C00450,1,0,0,0.0,False
1942,C00454,1,0,0,0.0,False
1942,C00455,1,1,1,1.0,True
1942,C00458,1,1,1,1.0,True
1942,C00459,1,1,0,1.0,True
1942,C00461,2,0,0,0.0,False
1942,C00463,2,0,0,0.0,False
1942,C00465,3,0,0,0.0,False
1942,C00469,1,0,0,0.0,False
1942,C00472,2,0,0,0.0,False
1942,C00473,3,1,1,0.3333333333333333,True
1942,C00476,4,0,0,0.0,False
1942,C00477,4,0,0,0.0,False
1942,C00478,3,0,0,0.0,False
1942,C00479,3,1,1,0.3333333333333333,True
1942,C00482,9,0,0,0.0,False
1942,C00483,1,0,0,0.0,False
1942,C00485,2,0,0,0.0,False
1942,C00487,1,1,1,1.0,True
1942,C00488,1,0,0,0.0,False
1942,C00492,1,0,0,0.0,False
1942,C00494,2,0,0,0.0,False
1942,C00495,1,0,0,0.0,False
1942,C00496,2,0,0,0.0,False
1942,C00497,1,0,0,0.0,False
1942,C00500,2,2,2,1.0,True
1942,C00507,4,0,0,0.0,False
1942,C00508,1,0,0,0.0,False
1942,C00512,3,0,0,0.0,False
1942,C00516,2,2,2,1.0,True
1942,C00517,1,0,0,0.0,False
1942,C00520,5,0,0,0.0,False
1942,C00524,8,3,3,0.375,True
1942,C00525,1,0,0,0.0,False
1942,C00527,1,0,0,0.0,False
1942,C00529,4,0,0,0.0,False
1942,C00530,4,0,0,0.0,False
1942,C00531,2,0,0,0.0,False
1942,C00535,2,1,1,0.5,True
1942,C00536,3,1,1,0.3333333333333333,True
1942,C00543,3,0,0,0.0,False
1942,C00544,1,0,0,0.0,False
1942,C00545,1,0,0,0.0,False
1942,C00546,2,0,0,0.0,False
1942,C00548,1,0,0,0.0,False
1942,C00552,3,0,0,0.0,False
1942,C00558,1,1,1,1.0,True
1942,C00559,2,1,1,0.5,True
1942,C00572,3,0,0,0.0,False
1942,C00575,2,0,0,0.0,False
1942,C00579,2,0,0,0.0,False
1942,C00580,2,1,1,0.5,True
1942,C00582,9,1,1,0.1111111111111111,True
1942,C00584,4,1,1,0.25,True
1942,C00585,1,0,0,0.0,False
1942,C00590,1,0,0,0.0,False
1942,C00603,1,0,0,0.0,False
1942,C00614,1,0,0,0.0,False
1942,C00615,1,0,0,0.0,False
1942,C00622,1,0,0,0.0,False
1942,C00626,1,0,0,0.0,False
1942,C00645,1,0,0,0.0,False
1942,C00648,4,0,0,0.0,False
1942,C00661,1,0,0,0.0,False
1942,C00662,1,0,0,0.0,False
1942,C00663,1,0,0,0.0,False
1942,C00664,1,1,1,1.0,True
1942,C00665,1,0,0,0.0,False
1942,C00666,1,0,0,0.0,False
1942,C00667,1,0,0,0.0,False
1942,C00668,1,0,0,0.0,False
1942,C00669,1,1,1,1.0,True
1942,C00670,1,0,0,0.0,False
1942,C00671,4,0,0,0.0,False
1942,C00672,1,0,0,0.0,False
1942,C00673,1,1,1,1.0,True
1942,C00674,1,0,0,0.0,False
1942,C00675,1,0,0,0.0,False
1942,C00676,1,0,0,0.0,False
1942,C00677,1,0,0,0.0,False
1942,C00678,1,0,0,0.0,False
1942,C00679,1,0,0,0.0,False
1942,C00680,1,0,0,0.0,False
1942,C00681,1,0,0,0.0,False
1942,C00682,1,0,0,0.0,False
1942,C00683,1,0,0,0.0,False
1942,C00684,1,0,0,0.0,False
1942,C00685,1,0,0,0.0,False
1942,C00686,1,0,0,0.0,False
1942,C00687,1,0,0,0.0,False
1942,C00688,1,0,0,0.0,False
1942,C00689,1,1,1,1.0,True
1942,C00690,1,0,0,0.0,False
1942,C00691,1,0,0,0.0,False
1942,C00692,1,0,0,0.0,False
1942,C00693,1,0,0,0.0,False
1942,C00694,1,0,0,0.0,False
1942,C00695,1,0,0,0.0,False
1942,C00696,1,0,0,0.0,False
1942,C00697,1,0,0,0.0,False
1942,C00698,1,0,0,0.0,False
1942,C00699,1,1,1,1.0,True
1942,C00700,1,0,0,0.0,False
1942,C00701,1,0,0,0.0,False
1942,C00702,1,0,0,0.0,False
1942,C00703,1,0,0,0.0,False
1942,C00704,2,1,1,0.5,True
1942,C00705,1,0,0,0.0,False
1942,C00706,1,0,0,0.0,False
1942,C00707,1,0,0,0.0,False
1942,C00708,1,0,0,0.0,False
1942,C00709,2,0,0,0.0,False
1942,C00710,1,1,1,1.0,True
1942,C00711,1,1,1,1.0,True
1942,C00712,1,0,0,0.0,False
1942,C00713,1,0,0,0.0,False
1942,C00714,1,0,0,0.0,False
1942,C00715,1,0,0,0.0,False
1942,C00716,1,1,1,1.0,True
1942,C00717,1,0,0,0.0,False
1942,C00718,1,1,1,1.0,True
1942,C00719,1,0,0,0.0,False
1942,C00720,1,0,0,0.0,False
1942,C00721,1,0,0,0.0,False
1942,C00722,1,0,0,0.0,False
1942,C00723,1,0,0,0.0,False
1942,C00724,2,0,0,0.0,False
1942,C00725,1,0,0,0.0,False
1942,C00726,1,0,0,0.0,False
1942,C00727,1,0,0,0.0,False
1942,C00728,1,0,0,0.0,False
1942,C00729,1,0,0,0.0,False
1942,C00730,1,0,0,0.0,False
1942,C00731,1,0,0,0.0,False
1942,C00732,1,0,0,0.0,False
1942,C00733,1,0,0,0.0,False
1942,C00734,1,0,0,0.0,False
1942,C00735,1,0,0,0.0,False
1942,C00736,3,1,1,0.3333333333333333,True
1942,C00737,5,0,0,0.0,False
1942,C00738,1,0,0,0.0,False
1942,C00739,6,0,0,0.0,False
1942,C00740,1,0,0,0.0,False
1942,C00741,1,0,0,0.0,False
1942,C00742,9,2,2,0.2222222222222222,True
1942,C00743,1,0,0,0.0,False
1942,C00744,1,0,0,0.0,False
1942,C00745,1,0,0,0.0,False
1942,C00746,2,0,0,0.0,False
1942,C00747,1,0,0,0.0,False
1942,C00748,1,1,1,1.0,True
1942,C00749,1,0,0,0.0,False
1942,C00750,1,0,0,0.0,False
1942,C00751,2,0,0,0.0,False
1942,C00752,6,0,0,0.0,False
1942,C00753,1,0,0,0.0,False
1942,C00754,1,0,0,0.0,False
1942,C00755,2,0,0,0.0,False
1942,C00756,1,0,0,0.0,False
1942,C00757,3,0,0,0.0,False
1942,C00758,1,0,0,0.0,False
1942,C00759,1,0,0,0.0,False
1942,C00760,1,1,0,1.0,True
1942,C00761,1,0,0,0.0,False
1942,C00762,1,0,0,0.0,False
1942,C00763,1,1,1,1.0,True
1942,C00764,3,0,0,0.0,False
1942,C00765,1,0,0,0.0,False
1942,C00766,1,1,1,1.0,True
1942,C00767,1,0,0,0.0,False
1942,C00768,1,0,0,0.0,False
1942,C00769,3,1,1,0.3333333333333333,True
1942,C00770,1,0,0,0.0,False
1942,C00771,1,0,0,0.0,False
1942,C00772,1,0,0,0.0,False
1942,C00773,1,1,1,1.0,True
1942,C00774,4,0,0,0.0,False
1942,C00775,1,0,0,0.0,False
1942,C00776,1,0,0,0.0,False
1942,C00777,1,0,0,0.0,False
1942,C00778,1,0,0,0.0,False
1942,C00779,1,0,0,0.0,False
1942,C00780,1,0,0,0.0,False
1942,C00781,1,1,1,1.0,True
1942,C00782,1,0,0,0.0,False
1942,C00783,1,0,0,0.0,False
1942,C00784,1,0,0,0.0,False
1942,C00785,1,1,1,1.0,True
1942,C00786,1,1,1,1.0,True
1942,C00787,1,0,0,0.0,False
1942,C00788,1,1,1,1.0,True
1942,C00789,1,1,1,1.0,True
1942,C00790,1,1,1,1.0,True
1942,C00791,1,0,0,0.0,False
1942,C00792,1,0,0,0.0,False
1942,C00793,1,1,1,1.0,True
1942,C00794,1,1,0,1.0,True
1942,C00795,5,0,0,0.0,False
1942,C00796,1,0,0,0.0,False
1942,C00797,1,0,0,0.0,False
1942,C00798,1,1,1,1.0,True
1942,C00799,1,1,1,1.0,True
1942,C00800,1,1,1,1.0,True
1942,C00801,1,0,0,0.0,False
1942,C00802,1,0,0,0.0,False
1942,C00803,1,0,0,0.0,False
1942,C00804,4,0,0,0.0,False
1942,C00805,1,0,0,0.0,False
1942,C00806,1,0,0,0.0,False
1942,C00807,1,0,0,0.0,False
1942,C00808,1,0,0,0.0,False
1942,C00809,1,0,0,0.0,False
1942,C00810,3,0,0,0.0,False
1942,C00811,1,1,1,1.0,True
1942,C00812,1,0,0,0.0,False
1942,C00813,2,0,0,0.0,False
1942,C00814,1,0,0,0.0,False
1942,C00815,1,0,0,0.0,False
1942,C00816,1,0,0,0.0,False
1942,C00817,1,1,1,1.0,True
1942,C00818,1,0,0,0.0,False
1942,C00819,1,1,1,1.0,True
1942,C00820,1,0,0,0.0,False
1942,C00821,1,1,1,1.0,True
1942,C00822,1,0,0,0.0,False
1942,C00823,1,0,0,0.0,False
1942,C00824,5,0,0,0.0,False
1942,C00825,2,0,0,0.0,False
1942,C00826,1,0,0,0.0,False
1942,C00827,1,0,0,0.0,False
1942,C00828,1,0,0,0.0,False
1942,C00829,1,1,1,1.0,True
1942,C00830,1,0,0,0.0,False
1942,C00831,1,0,0,0.0,False
1942,C00832,2,0,0,0.0,False
1942,C00833,2,0,0,0.0,False
1942,C00834,1,0,0,0.0,False
1942,C00835,1,0,0,0.0,False
1942,C00836,1,0,0,0.0,False
1942,C00837,2,1,1,0.5,True
1942,C00838,2,1,1,0.5,True
1942,C00839,3,0,0,0.0,False
1942,C00840,2,0,0,0.0,False
1942,C00841,1,0,0,0.0,False
1942,C00842,1,0,0,0.0,False
1942,C00843,1,0,0,0.0,False
1942,C00844,1,1,1,1.0,True
1942,C00845,5,1,1,0.2,True
1942,C00846,1,0,0,0.0,False
1942,C00847,1,0,0,0.0,False
1942,C00848,1,0,0,0.0,False
1942,C00849,1,0,0,0.0,False
1942,C00850,4,0,0,0.0,False
1942,C00851,4,1,1,0.25,True
1942,C00852,1,1,1,1.0,True
1942,C00853,1,0,0,0.0,False
1942,C00854,1,0,0,0.0,False
1942,C00855,1,0,0,0.0,False
1942,C00856,1,0,0,0.0,False
1942,C00857,4,1,1,0.25,True
1942,C00858,3,0,0,0.0,False
1942,C00859,1,0,0,0.0,False
1942,C00860,1,0,0,0.0,False
1942,C00861,1,0,0,0.0,False
1942,C00862,1,0,0,0.0,False
1942,C00863,3,0,0,0.0,False
1942,C00864,1,1,1,1.0,True
1942,C00865,3,0,0,0.0,False
1942,C00866,1,1,1,1.0,True
1942,C00867,1,0,0,0.0,False
1942,C00868,7,0,0,0.0,False
1942,C00869,3,1,1,0.3333333333333333,True
1942,C00870,2,0,0,0.0,False
1942,C00871,1,0,0,0.0,False
1942,C00872,1,0,0,0.0,False
1942,C00873,1,1,1,1.0,True
1942,C00874,2,0,0,0.0,False
1942,C00875,1,0,0,0.0,False
1942,C00876,1,0,0,0.0,False
1942,C00877,1,1,1,1.0,True
1942,C00878,1,0,0,0.0,False
1942,C00879,1,1,1,1.0,True
1942,C00880,1,1,0,1.0,True
1942,C00881,1,0,0,0.0,False
1942,C00882,1,1,1,1.0,True
1942,C00883,1,0,0,0.0,False
1942,C00884,1,1,1,1.0,True
1942,C00885,3,1,1,0.3333333333333333,True
1942,C00886,1,0,0,0.0,False
1942,C00887,1,0,0,0.0,False
1942,C00888,3,1,1,0.3333333333333333,True
1942,C00889,1,0,0,0.0,False
1942,C00890,1,0,0,0.0,False
1942,C00891,1,0,0,0.0,False
1942,C00892,2,0,0,0.0,False
1942,C00893,1,0,0,0.0,False
1942,C00894,1,0,0,0.0,False
1942,C00895,1,1,1,1.0,True
1942,C00896,1,0,0,0.0,False
1942,C00897,2,0,0,0.0,False
1942,C00898,1,1,1,1.0,True
1942,C00899,1,0,0,0.0,False
1942,C00900,1,0,0,0.0,False
1942,C00901,1,0,0,0.0,False
1942,C00902,1,0,0,0.0,False
1942,C00903,1,0,0,0.0,False
1942,C00904,1,0,0,0.0,False
1942,C00905,1,0,0,0.0,False
1942,C00906,1,0,0,0.0,False
1942,C00907,1,0,0,0.0,False
1942,C00908,1,0,0,0.0,False
1942,C00909,3,0,0,0.0,False
1942,C00910,1,0,0,0.0,False
1942,C00911,1,0,0,0.0,False
1942,C00912,3,0,0,0.0,False
1942,C00913,1,1,1,1.0,True
1942,C00914,3,0,0,0.0,False
1942,C00915,4,0,0,0.0,False
1942,C00916,4,0,0,0.0,False
1942,C00917,1,0,0,0.0,False
1942,C00918,1,0,0,0.0,False
1942,C00919,1,0,0,0.0,False
1942,C00920,1,0,0,0.0,False
1942,C00921,1,0,0,0.0,False
1942,C00922,1,0,0,0.0,False
1942,C00923,1,0,0,0.0,False
1942,C00924,1,0,0,0.0,False
1942,C00925,1,0,0,0.0,False
1942,C00926,2,0,0,0.0,False
1942,C00927,2,0,0,0.0,False
1942,C00928,2,0,0,0.0,False
1942,C00929,2,0,0,0.0,False
1942,C00930,1,0,0,0.0,False
1942,C00931,2,0,0,0.0,False
1942,C00932,1,1,1,1.0,True
1942,C00933,1,0,0,0.0,False
1942,C00934,1,1,1,1.0,True
1942,C00935,1,1,1,1.0,True
1942,C00936,1,0,0,0.0,False
1942,C00937,3,0,0,0.0,False
1942,C00938,1,0,0,0.0,False
1942,C00939,1,0,0,0.0,False
1942,C00940,1,0,0,0.0,False
1942,C00941,1,1,1,1.0,True
1942,C00942,1,0,0,0.0,False
1942,C00943,1,0,0,0.0,False
1942,C00944,1,0,0,0.0,False
1942,C00945,5,0,0,0.0,False
1942,C00946,1,0,0,0.0,False
1942,C00947,6,3,2,0.5,True
1942,C00948,1,0,0,0.0,False
1942,C00949,1,0,0,0.0,False
1942,C00950,1,0,0,0.0,False
1942,C00951,1,0,0,0.0,False
1942,C00952,1,0,0,0.0,False
1942,C00953,1,0,0,0.0,False
1942,C00954,1,0,0,0.0,False
1942,C00955,1,0,0,0.0,False
1942,C00956,1,1,0,1.0,True
1942,C00957,2,0,0,0.0,False
1942,C00958,1,0,0,0.0,False
1942,C00959,2,0,0,0.0,False
1942,C00960,1,1,1,1.0,True
1942,C00961,1,1,1,1.0,True
1942,C00962,1,1,1,1.0,True
1942,C00963,2,0,0,0.0,False
1942,C00964,1,0,0,0.0,False
1942,C00965,1,0,0,0.0,False
1942,C00966,2,0,0,0.0,False
1942,C00967,1,0,0,0.0,False
1942,C00968,1,0,0,0.0,False
1942,C00969,1,0,0,0.0,False
1942,C00970,7,0,0,0.0,False
1942,C00971,1,0,0,0.0,False
1942,C00972,1,0,0,0.0,False
1942,C00973,1,0,0,0.0,False
1942,C00974,1,0,0,0.0,False
1942,C00975,1,0,0,0.0,False
1942,C00976,1,0,0,0.0,False
1942,C00977,1,0,0,0.0,False
1942,C00978,1,1,1,1.0,True
1942,C00979,1,0,0,0.0,False
1942,C00980,3,0,0,0.0,False
1942,C00981,3,0,0,0.0,False
1942,C00982,4,1,1,0.25,True
1942,C00983,4,0,0,0.0,False
1942,C00984,2,0,0,0.0,False
1942,C00985,2,1,1,0.5,True
1942,C00986,2,0,0,0.0,False
1942,C00987,5,2,2,0.4,True
1942,C00988,4,1,1,0.25,True
1942,C00989,4,1,1,0.25,True
1942,C00990,1,0,0,0.0,False
1942,C00991,2,1,1,0.5,True
1942,C00992,1,0,0,0.0,False
1942,C00993,2,0,0,0.0,False
1942,C00994,1,1,1,1.0,True
1942,C00995,1,0,0,0.0,False
1942,C00996,1,0,0,0.0,False
1942,C00997,1,1,1,1.0,True
1942,C00998,1,0,0,0.0,False
1942,C00999,1,0,0,0.0,False
1942,C01000,1,0,0,0.0,False
1942,C01001,1,0,0,0.0,False
1942,C01002,1,0,0,0.0,False
1942,C01003,1,0,0,0.0,False
1942,C01004,1,0,0,0.0,False
1942,C01005,1,0,0,0.0,False
1942,C01006,1,0,0,0.0,False
1942,C01007,1,1,0,1.0,True
1942,C01008,1,0,0,0.0,False
1942,C01009,1,0,0,0.0,False
1942,C01010,4,1,1,0.25,True
1942,C01011,2,0,0,0.0,False
1942,C01012,1,0,0,0.0,False
1942,C01013,1,0,0,0.0,False
1942,C01014,1,0,0,0.0,False
1942,C01015,1,0,0,0.0,False
1942,C01016,1,0,0,0.0,False
1942,C01017,1,1,1,1.0,True
1942,C01018,4,0,0,0.0,False
1942,C01019,1,1,1,1.0,True
1942,C01020,4,1,1,0.25,True
1942,C01021,1,0,0,0.0,False
1942,C01022,2,1,1,0.5,True
1942,C01023,1,1,1,1.0,True
1942,C01024,1,1,1,1.0,True
1942,C01025,1,1,1,1.0,True
1942,C01026,1,1,1,1.0,True
1942,C01027,1,1,1,1.0,True
1942,C01028,1,0,0,0.0,False
1942,C01029,1,0,0,0.0,False
1942,C01030,2,1,1,0.5,True
1942,C01031,1,0,0,0.0,False
1942,C01032,1,1,1,1.0,True
1942,C01033,2,2,2,1.0,True
1942,C01034,1,1,1,1.0,True
1942,C01035,2,0,0,0.0,False
1942,C01036,1,0,0,0.0,False
1942,C01037,1,0,0,0.0,False
1942,C01038,1,0,0,0.0,False
1942,C01039,1,0,0,0.0,False
1942,C01040,1,0,0,0.0,False
1942,C01041,1,1,1,1.0,True
1942,C01042,2,0,0,0.0,False
1942,C01043,1,1,1,1.0,True
1942,C01044,1,0,0,0.0,False
1942,C01045,1,0,0,0.0,False
1942,C01046,1,0,0,0.0,False
1942,C01047,1,0,0,0.0,False
1942,C01048,1,1,0,1.0,True
1942,C01049,1,0,0,0.0,False
1942,C01050,1,0,0,0.0,False
1942,C01051,1,0,0,0.0,False
