person_id,year,printed_name,display,name_key,rank,company_printed,role,source_page
P00495,1938,Pinto Cav. Attilio,Pinto Cav. Attilio,pinto kav atilio,,The Associated Cotton Ginners,vice_president,286
P00495,1938,Pinto Cav. Attilio,Pinto Cav. Attilio,pinto kav atilio,,Bourse Commerciale de Minet El Bassa!,director,286
P00495,1938,Pinto Cav. Attilio,Pinto Cav. Attilio,pinto kav atilio,,S.A. Immobili Riuniti,director,286
P00495,1938,Pinto Cav. Attilio,Pinto Cav. Attilio,pinto kav atilio,,"S.A. des Fibres Textiles, S.A.E",director,286
P00495,1938,Pinto Cav. Attilio,Pinto Cav. Attilio,pinto kav atilio,,"Egyptian PublicvVorks, S.A.E",director,286
P00496,1938,Pinto,Pinto,pinto,,Società Anonima Immobili Riuniti,member,286
P00497,1938,Pinto Cav. Ezio,Pinto Cav. Ezio,pinto kav ezio,,"S.A. des Terres Rares d'Egypte, S.A.E",president,286
P00497,1938,Pinto Cav. Ezio,Pinto Cav. Ezio,pinto kav ezio,,"Società Anonima Immobili Ri uni ti, S.A.E",member,286
P00497,1938,Pinto Cav. Ezio,Pinto Cav. Ezio,pinto kav ezio,,"S.A. des Fibres Textiles, S.A.E",member,286
P00497,1938,Pinto Cav. Ezio,Pinto Cav. Ezio,pinto kav ezio,,"The Upper Egypt Ginning Co., S. A. E",member,286
P00119,1938,Pinto Comm. Silvio,Pinto Comm. Silvio,pinto kom silvio,,"The Upper Egypt Ginning Co., S.A.E",president,286
P00119,1938,Pinto Comm. Silvio,Pinto Comm. Silvio,pinto kom silvio,,"Società Anonima Immobili Riuniti, S.A.E",president,286
P00119,1938,Pinto Comm. Silvio,Pinto Comm. Silvio,pinto kom silvio,,Salonica Cigarette Co,president,286
P00119,1938,Pinto Comm. Silvio,Pinto Comm. Silvio,pinto kom silvio,,Egyptian Salt & Soda Cy,director,286
P00119,1938,Pinto Comm. Silvio,Pinto Comm. Silvio,pinto kom silvio,,Société Générale de Pressage,director,286
P00119,1938,Pinto Comm. Silvio,Pinto Comm. Silvio,pinto kom silvio,,Alexauclria Insurance Cy,director,286
P00119,1938,Pinto Comm. Silvio,Pinto Comm. Silvio,pinto kom silvio,,Banco Italo-Egiziano,director,286
P00119,1938,Pinto Comm. Silvio,Pinto Comm. Silvio,pinto kom silvio,,"S.A. de Fibres Textiles, S.A.E",director,286
P00498,1938,Pollet Raymond,Pollet Raymond,polet raimond,,"Société Egyptienne de Filature eL de Tissage de Laine, S A.E",director,286
P00499,1938,Pollet Robe1·t,Pollet Robe1·t,polet robet,,Société Egyptienne de Filature,director,286
P00499,1938,Pollet Robe1·t,Pollet Robe1·t,polet robet,,"Tissage de Laine, S.A.E",director,286
P00500,1938,"Pontremoli Maul""ice B","Pontremoli Maul""ice B",pontremoli maulis,,"Maison d'Ameublement B. Pontremoli, S.A.E",director,287
P00501,1938,Pontremoli Rachel Mme. Vve,Pontremoli Rachel Mme. Vve,pontremoli rashel m v,,"Maison d'Ameublement B. Pontremoli, S.A.E",director,287
P00122,1938,Ràbbath Sélim,Ràbbath Sélim,rabath selim,,Delta Trading Co,president,287
P00122,1938,Ràbbath Sélim,Ràbbath Sélim,rabath selim,,Société Immobilière de Bou! ac,president,287
P00122,1938,Ràbbath Sélim,Ràbbath Sélim,rabath selim,,S.A. des Immeubles d'Egypte,director,287
P00502,1938,Raemy Bemai'CI de,Raemy Bemai'CI de,raemi bemai si,,Cairo Sand Bricks,managing_director,287
P00502,1938,Raemy Bemai'CI de,Raemy Bemai'CI de,raemi bemai si,,Maison Sulzer Frères,manager,287
P00503,1938,Ragheb Hanna Bey,Ragheb Hanna,ragheb hana,bey,National Contracting Co. of Egypt,director,287
P00504,1938,Ralli Alexandre,Ralli Alexandre,rali alexandr,,"Société Egyptienne pour l'Exploitation des Mines et Carrières, S. A.E",director,287
P00505,1938,Ramlot Paul,Ramlot Paul,ramlot paul,,"Banque Belge et Internationale en Egypte, S.A.E",director,287
P00123,1938,Raybaud Max,Raybaud Max,raibaud max,,Crown Brewery,managing_director,287
P00506,1938,Razeti Aldo,Razeti Aldo,razeti aldo,,"Société Egyptienne pour l'Exploitation de Mines et Carrières, S.A.E",director,287
P00507,1938,Reinha1·t P. J1·,Reinha1·t P. J1·,reinhat g,,"The National Ginning Co. of Egypt, S.A.E",president,287
P00508,1938,Remaugé,Remaugé,remaug,,Alexandria & Hamleh Hailways Co,director,287
P00509,1938,Richès Jacques,Richès Jacques,rishes gakues,,"Dakahlich Land Co., S. A. E",director,287
P00509,1938,Richès Jacques,Richès Jacques,rishes gakues,,Société des Biens de Rapport cl 'Egyptc,director,287
P00509,1938,Richès Jacques,Richès Jacques,rishes gakues,,Usines Héunies d'Egrenage ct d'Huileries,director,287
P00509,1938,Richès Jacques,Richès Jacques,rishes gakues,,The l,director,287
P00509,1938,Richès Jacques,Richès Jacques,rishes gakues,,The General Accident Fire & Life Assumncc Corporation Ud. (Nca1· Easl Board),president,287
P00509,1938,Richès Jacques,Richès Jacques,rishes gakues,,Egyptian Consolidaled Land Ud,managing_director,287
P00509,1938,Richès Jacques,Richès Jacques,rishes gakues,,The Alexand1·ia Ccnlnll l3uildiugs,managing_director,287
P00509,1938,Richès Jacques,Richès Jacques,rishes gakues,,Tite Aboukir Co,managing_director,287
P00509,1938,Richès Jacques,Richès Jacques,rishes gakues,,Gibson & Pauling (Foreign) Lld,managing_director,287
P00509,1938,Richès Jacques,Richès Jacques,rishes gakues,,"The r,ond Agenl'y of Egypt",managing_director,287
P00509,1938,Richès Jacques,Richès Jacques,rishes gakues,,The British Egyptian Cotton Cy. Ud,managing_director,287
P00510,1938,Hodocanachi Th,Hodocanachi Th,hodokanashi th,,Alexandria Exchange Co,president,288
P00511,1938,Holin Léon,Holin Léon,holin leon,,S.A. des Anciennes Entreprises L. Rolin & Co,president,288
P00511,1938,Holin Léon,Holin Léon,holin leon,,Egyplian Enteq)]'ise & De1·elopmenl Co,president,288
P00511,1938,Holin Léon,Holin Léon,holin leon,,Gl!m biell Land Co,president,288
P00511,1938,Holin Léon,Holin Léon,holin leon,,Soc,delegate,288
P00511,1938,Holin Léon,Holin Léon,holin leon,,SociélélJclgo-Egyplicnnc,delegate,288
P00511,1938,Holin Léon,Holin Léon,holin leon,,Sol'iélé lmnwbiliè•rc de Zmualck,delegate,288
P00511,1938,Holin Léon,Holin Léon,holin leon,,Sociélé Civile Norlil Zamalcl< Land,delegate,288
P00512,1938,Holo,Holo,holo,,"Ghurbich Ginning Co., S.A",director,288
P00512,1938,Holo,Holo,holo,,Upper Egypl Ginning Cy,director,288
P00513,1938,Uolo Max,Uolo Max,uolo max,,"Alexandria Pressing Co., S.A.E",director,288
P00514,1938,Hom Fl'ançois,Hom Fl'ançois,hom fl ankois,,lu Cuira Suburban Building Lands Co,president,289
P00514,1938,Hom Fl'ançois,Hom Fl'ançois,hom fl ankois,,Gl1arbiell Land Co,president,289
P00514,1938,Hom Fl'ançois,Hom Fl'ançois,hom fl ankois,,Egyptian Enterprise & Development Co,president,289
P00514,1938,Hom Fl'ançois,Hom Fl'ançois,hom fl ankois,,Crown Brewery,president,289
P00514,1938,Hom Fl'ançois,Hom Fl'ançois,hom fl ankois,,Société Anonyme Bclgc-EgypLienne,managing_director,289
P00515,1938,ArLz Stores,ArLz Stores,arlz stores,,"Maison « Les Fils cl 'Alfred Camp()~""",manager,289
P00516,1938,Houchdy Mohamed Bey,Houchdy Mohamed,hushdi moamed,bey,The,director,289
P00517,1938,Howlall Sir F. T,Howlall Sir F. T,hulal sir,,cl'Adminis_tra·tion de la National Bank of Egypt,council_member,289
P00518,1938,Hui'ïini Dott. Rag. Tito,Hui'ïini Dott. Rag. Tito,hui ini dot rag tito,,Socieli1 Egiziana per l'Estrazione ed il Commercio dei Posfati,general_manager,289
P00518,1938,Hui'ïini Dott. Rag. Tito,Hui'ïini Dott. Rag. Tito,hui ini dot rag tito,,cl 'Administration de lu Soc1été Egyptienne de Placements,liquidator,289
P00518,1938,Hui'ïini Dott. Rag. Tito,Hui'ïini Dott. Rag. Tito,hui ini dot rag tito,,Crédit,liquidator,289
P00518,1938,Hui'ïini Dott. Rag. Tito,Hui'ïini Dott. Rag. Tito,hui ini dot rag tito,,Crédit,council_member,289
P00519,1938,Rutimeycr R. L,Rutimeycr R. L,rutimeikr,,"The Nile Ginning Co., S.A.E. (Minia). s",managing_director,289
P00520,1938,Siiah Comte Aziz de,Siiah Comte Aziz de,siah komt aziz,,The Gl~n.r· bieh Land Co,director,289
P00521,1938,Saab Comle Sélim de _,Saab Comle Sélim de _,sab koml selim,,de. l'Unfon Foncière cl 'Egypte,director,289
P00522,1938,Sa_!:>ri Yacoub Bey,Sa_!:>ri Yacoub,sari iakub,bey,Çl-harbieh Land. Co. ·,member,289
P00523,1938,Sabry Chérif Pacha-,Sabry Chérif,sabri sherif,pasha,·elu Conseil cl' Administrati.on cle la National Bank of Egy.pt,member,289
P00524,1938,S.E. Sabr·y Hussein Pacha,Sabr·y Hussein,sabri husein,pasha,"ociété Nationale d'Egypte pour l'Exploitation des Mines ct Carrières, S. A. E",president,290
P00524,1938,S.E. Sabr·y Hussein Pacha,Sabr·y Hussein,sabri husein,pasha,Société Immobilièreelu Domaine de Siouf,president,290
P00524,1938,S.E. Sabr·y Hussein Pacha,Sabr·y Hussein,sabri husein,pasha,Société Egyptienne de Constructions(EGYCO),president,290
P00524,1938,S.E. Sabr·y Hussein Pacha,Sabr·y Hussein,sabri husein,pasha,"The Pharaonic Mail Lino, S.A.E",director,290
P00524,1938,S.E. Sabr·y Hussein Pacha,Sabr·y Hussein,sabri husein,pasha,"The Alcxandria Transport Cy., S.A.E",director,290
P00524,1938,S.E. Sabr·y Hussein Pacha,Sabr·y Hussein,sabri husein,pasha,"ile Oil Cy., Crédit Minier S.E. de Buca!'csl",director,290
P00524,1938,S.E. Sabr·y Hussein Pacha,Sabr·y Hussein,sabri husein,pasha,Société Anonyme Egyptienne des Industries Textiles,director,290
P00524,1938,S.E. Sabr·y Hussein Pacha,Sabr·y Hussein,sabri husein,pasha,"Tlle Egyptian Cottun Ginn~·s & Exporters, S.E",director,290
P00524,1938,S.E. Sabr·y Hussein Pacha,Sabr·y Hussein,sabri husein,pasha,The Alexandria Water Cy. Ltd,director,290
P00524,1938,S.E. Sabr·y Hussein Pacha,Sabr·y Hussein,sabri husein,pasha,Tlte National Insurance Co. of Egypt,director,290
P00524,1938,S.E. Sabr·y Hussein Pacha,Sabr·y Hussein,sabri husein,pasha,The Cairo Electric Railways & Ileliopolis Oases Cy,director,290
P00524,1938,S.E. Sabr·y Hussein Pacha,Sabr·y Hussein,sabri husein,pasha,Industries Fibres Textiles,director,290
P00524,1938,S.E. Sabr·y Hussein Pacha,Sabr·y Hussein,sabri husein,pasha,The Gabbary Land Cy,director,290
P00525,1938,Sachs Ft·eddy,Sachs Ft·eddy,sashs ftedi,,The Sheffield,director,290
P00526,1938,S.E. Sadil< Henein Pacha,Sadil< Henein,sadil henein,pasha,Mission Er,president,290
P00526,1938,S.E. Sadil< Henein Pacha,Sadil< Henein,sadil henein,pasha,"elu Go""LLvernenwnt aupTès etes ]jourses des Valeurs",auditor,290
P00526,1938,S.E. Sadil< Henein Pacha,Sadil< Henein,sadil henein,pasha,S.A. des Eaux du Caire,managing_director,290
P00526,1938,S.E. Sadil< Henein Pacha,Sadil< Henein,sadil henein,pasha,Compagnie Frigorifique d'Egypte,managing_director,290
P00526,1938,S.E. Sadil< Henein Pacha,Sadil< Henein,sadil henein,pasha,Banco Ilalo-Egiziano ct de la Société des Cign.rettes Nestor Gianaclis,vice_president,290
P00526,1938,S.E. Sadil< Henein Pacha,Sadil< Henein,sadil henein,pasha,Upper Egypt Hotels,director,290
P00527,1938,S.E. SaiwaL Mohamed I>acha,SaiwaL Mohamed I>acha,saiual moamed iasha,,S.A. du Domaine de Siouf,president,290
P00528,1938,S.E. Said Khachaba Pacha,Said Khachaba,said khashaba,pasha,"Société Egyptienne pom le Développementelu Commerce des Légumes, } ruits et Fleurs",president,290
P00529,1938,Salama Joseph,Salama Joseph,salama gosef,,Usines d'Egrenage,managing_director,290
P00529,1938,Salama Joseph,Salama Joseph,salama gosef,,Huileries,managing_director,290
P00530,1938,Salama Mat•co,Salama Mat•co,salama matko,,"Maison « Les Fils de Zaketto Salama& Co. """,manager,290
P00530,1938,Salama Mat•co,Salama Mat•co,salama matko,,"General Society for Banking, Trading & Land Enterprises, S.A.E",director,290
P00531,1938,Salama Salvatore,Salama Salvatore,salama salvator,,Rosetta & Alexandria Rice Mills,managing_director,291
P00531,1938,Salama Salvatore,Salama Salvatore,salama salvator,,S.E. de la Bourse Commerciale de Minet El Bassal,director,291
P00531,1938,Salama Salvatore,Salama Salvatore,salama salvator,,"Usines Ré,mies d'Egrenage",director,291
P00531,1938,Salama Salvatore,Salama Salvatore,salama salvator,,Huileries,director,291
P00531,1938,Salama Salvatore,Salama Salvatore,salama salvator,,The Egyptian Motor Transport Co,director,291
P00531,1938,Salama Salvatore,Salama Salvatore,salama salvator,,Société,director,291
P00532,1938,Salem Comm. Emmanuel,Salem Comm. Emmanuel,salem kom emanuel,,Salonica Cigarette Co,director,291
P00533,1938,Salem Ovadia,Salem Ovadia,salem ovadia,,Société d'Avances Commerciales,managing_director,291
P00533,1938,Salem Ovadia,Salem Ovadia,salem ovadia,,S.A. des Drogueries d'Egypte,director,291
P00134,1938,Salvago Constantin M,Salvago Constantin M,salvago konstantin,,Société Egyptienne des Pétroles,director,291
P00134,1938,Salvago Constantin M,Salvago Constantin M,salvago konstantin,,The National PeLroleum Co,director,291
P00134,1938,Salvago Constantin M,Salvago Constantin M,salvago konstantin,,Gllarbieh Ginning Co,director,291
P00134,1938,Salvago Constantin M,Salvago Constantin M,salvago konstantin,,Filature Nationale d'Egypte,director,291
P00134,1938,Salvago Constantin M,Salvago Constantin M,salvago konstantin,,Société des Terres Rares d'Egypte,director,291
P00134,1938,Salvago Constantin M,Salvago Constantin M,salvago konstantin,,Société Anonyme de Nettoyage,director,291
P00134,1938,Salvago Constantin M,Salvago Constantin M,salvago konstantin,,Pressage de Coton,director,291
P00134,1938,Salvago Constantin M,Salvago Constantin M,salvago konstantin,,S.A.E. Carba,director,291
P00134,1938,Salvago Constantin M,Salvago Constantin M,salvago konstantin,,"The Egyptian Copper \Vorks, S.A.E",director,291
P00534,1938,Salvago Michel C,Salvago Michel C,salvago mishel,,let Communauté Hellénique d'Alexandrie,president,291
P00534,1938,Salvago Michel C,Salvago Michel C,salvago mishel,,The Land Bank of Egypt,president,291
P00534,1938,Salvago Michel C,Salvago Michel C,salvago mishel,,Alexandria & Ramleh Railways Co. Ud,president,291
P00534,1938,Salvago Michel C,Salvago Michel C,salvago mishel,,Alexandria\Vater Co,president,291
P00534,1938,Salvago Michel C,Salvago Michel C,salvago mishel,,Filature Nationale d'Egypte,president,291
P00534,1938,Salvago Michel C,Salvago Michel C,salvago mishel,,Société Egyptienne de l'Industrie Textile,president,291
P00534,1938,Salvago Michel C,Salvago Michel C,salvago mishel,,Société Industrielle de Bonneterie,president,291
P00534,1938,Salvago Michel C,Salvago Michel C,salvago mishel,,Société Anonyme du Béhéra,president,291
P00534,1938,Salvago Michel C,Salvago Michel C,salvago mishel,,"Alexandria Transport Co., S.A.E",president,291
P00534,1938,Salvago Michel C,Salvago Michel C,salvago mishel,,Fédération Egyptienne des Industries,vice_president,291
P00534,1938,Salvago Michel C,Salvago Michel C,salvago mishel,,Gabbari Land Co,vice_president,291
P00534,1938,Salvago Michel C,Salvago Michel C,salvago mishel,,cl' Administration de la National Bank of Egypt,council_member,291
P00534,1938,Salvago Michel C,Salvago Michel C,salvago mishel,,Banque d'Athènes,council_member,291
P00534,1938,Salvago Michel C,Salvago Michel C,salvago mishel,,National Insurance Co,council_member,291
P00534,1938,Salvago Michel C,Salvago Michel C,salvago mishel,,S.A. de Nettoyage et Pressage de Coton,council_member,291
P00535,1938,Samel Mamice,Samel Mamice,samel mamis,,Tramways d'Alexandrie (Egypte),president,291
P00535,1938,Samel Mamice,Samel Mamice,samel mamis,,The Alexandria & Ramleh Railways Co. Ltd,director,291
P00535,1938,Samel Mamice,Samel Mamice,samel mamis,,Alexandria Transport Co,director,291
P00536,1938,Saxby Ch. W,Saxby Ch. W,saxbi sh,,"Société des Autobus du Nord, S.A.E",director,291
P00536,1938,Saxby Ch. W,Saxby Ch. W,saxbi sh,,Société des Omnibus de Fayoum,director,291
P00537,1938,Sayet· Sidney,Sayet· Sidney,saiet sidnei,,The Egyptian Road Construction Co,director,291
P00538,1938,Scclsi Gr. UH. Lconcllo,Scclsi Gr. UH. Lconcllo,sklsi gr uh lkonklo,,Bancollulu-Egiziuno,director,292
P00539,1938,Schnsca O,Schnsca O,shnska,,flanque de Commerce N. Tcpcghiosi & Co,manager,292
P00540,1938,Schellcnbet·g Hans,Schellcnbet·g Hans,shelknbetg hans,,S.E. de Ciment Po.rlluncl Tonn1ll,director,292
P00541,1938,Scoccimam Silvio N,Scoccimam Silvio N,skoksimam silvio,,Compagnie Généi'Ulc Jtgypliennc de~· Pé·Lrolcs Co~ cp. S.A.E,director,292
P00542,1938,Scdclil{ Ahmed Bey,Scdclil{ Ahmed,skdklil ahmed,bey,"Soci(•!é de Métallmgie Egyplicune, S.A.E",president,292
P00542,1938,Scdclil{ Ahmed Bey,Scdclil{ Ahmed,skdklil ahmed,bey,Compagnie du Canal de suez,council_member,292
P00543,1938,Sellas,Sellas,selas,,Gharbieh Ginning Co,director,292
P00544,1938,Seoucl,Seoucl,seukl,,"Société Commerciale Buigaro-Egypliennc, S.A.E",director,292
P00545,1938,Shamà André :\1e,Shamà André :\1e,shama andr,,"General Society for Bunking, Trading & Land Enterpriscs, S.A.E",director,292
P00546,1938,Slu~~à El!c F,Slu~~à El!c F,slua elk,,dr la S .. \. elu Domaine de,delegate,292
P00137,1938,Sidi Vitali,Sidi Vitali,sidi vitali,,S.A. de Nettoyage cl Prcssngc de Colon,director,293
P00547,1938,S~mon,S~mon,smon,,lu Société Générale pour favoriser le dévcloppc Jilenl elu Commel'(,president,293
P00548,1938,Sinadino Aug. Th,Sinadino Aug. Th,sinadino aug th,,Challlllre de Comme1·L·e Hellénique,vice_president,293
P00549,1938,Singleton Alex. Joseph Nichols,Singleton Alex. Joseph Nichols,singleton alex gosef nishols,,Société Texas,director,293
P00550,1938,Small Walter Madison,Small Walter Madison,smal ualter madison,,"The Standard Oil Co. of Egypt, S.A",director,293
P00551,1938,Smith K. B. Woodd,Smith K. B. Woodd,smith uod,,The Alexandria Waler Company,managing_director,293
P00552,1938,Sofio F,Sofio F,sofio,,Alexandrin Exchangc Company,member,293
P00553,1938,S.E. Soliman Abdel Hamid Pacha,Soliman Abdel Hamid,soliman abdel hamid,pasha,Viticole et Vinicole d'Egypte,president,293
P00553,1938,S.E. Soliman Abdel Hamid Pacha,Soliman Abdel Hamid,soliman abdel hamid,pasha,Ang\o-Belgia..n Co. of Egypt Ltd,member,293
P00554,1938,Soliman Skender,Soliman Skender,soliman skender,,"The Choremi, Benachi Cotton Co",director,294
P00555,1938,Spetscropoulo D,Spetscropoulo D,spetskropulo,,United Egyptian Nile Transport Co,managing_director,294
P00138,1938,Spetseropoulo G. D,Spetseropoulo G. D,spetseropulo,,United Egyptian Nile Transport Co,managing_director,294
P00556,1938,Spiliotaki A,Spiliotaki A,spiliotaki,,Conseil d'Administration de la Banque d'Athènes,member,294
P00557,1938,S.E. SpiniŒ Pacha Major Général El Férik Sir C. W,SpiniŒ Pacha Major Général El Férik Sir C. W,spinio pasha magor general ferik sir,,Egyptian \Vorks & Construction Co,president,294
P00557,1938,S.E. SpiniŒ Pacha Major Général El Férik Sir C. W,SpiniŒ Pacha Major Général El Férik Sir C. W,spinio pasha magor general ferik sir,,"The Egyptian Copper 'vVorks, S.A.E",director,294
P00558,1938,Stathatos Antoine,Stathatos Antoine,stathatos antoin,,Banque d'Athènes,director,294
P00559,1938,Stephanou A,Stephanou A,stefanu,,~tration de la Banque d'Athènes,director,294
P00560,1938,Stevens T. F,Stevens T. F,stevens,,The Mortgage Co. of Egypt,liquidator,294
P00560,1938,Stevens T. F,Stevens T. F,stevens,,The Anglo-Egyptian Land Allotment Co,director,294
P00560,1938,Stevens T. F,Stevens T. F,stevens,,The Egyptian Delta Land & Investment Co. Ltd,director,294
P00561,1938,Stoffel Comm. Arrigo,Stoffel Comm. Arrigo,stofel kom arigo,,Banco Italo-Egiziano,director,294
P00562,1938,Sti·ange Abner Franl{,Sti·ange Abner Franl{,stiang abner franl,,Anglo-Egyptian Motor,manager,294
P00562,1938,Sti·ange Abner Franl{,Sti·ange Abner Franl{,stiang abner franl,,Société California Egyptiennne de,director,294
P00139,1938,Strologo R. C,Strologo R. C,strologo,,Alexandria Insurance Co,director,294
P00139,1938,Strologo R. C,Strologo R. C,strologo,,S.A. des Presses Libres Egyptiennes,managing_director,294
P00563,1938,Suarès Gustave,Suarès Gustave,suares gustav,,Société Foncière d'Egypte,director,294
P00142,1938,Suarès Jacques,Suarès Jacques,suares gakues,,Commercial Bank of Egypt,director,294
P00142,1938,Suarès Jacques,Suarès Jacques,suares gakues,,Société Egyptienne d'Entreprises Urbaines et Rurales,director,294
P00564,1938,Suarès Léon,Suarès Léon,suares leon,,Société Foncière du,director,294
P00144,1938,Sultan Dr. Fouad,Sultan Dr. Fouad,sultan dr fuad,,Société Foncière d'Egypte,managing_director,295
P00144,1938,Sultan Dr. Fouad,Sultan Dr. Fouad,sultan dr fuad,,Banque du C1·édit Agricole d'Egypte,director,295
P00144,1938,Sultan Dr. Fouad,Sultan Dr. Fouad,sultan dr fuad,,"Banque du Crédit Hypothécaire Agricole d'Egypte, c",director,295
P00144,1938,Sultan Dr. Fouad,Sultan Dr. Fouad,sultan dr fuad,,Hosetta& Alexandria Hice Mills,director,295
P00144,1938,Sultan Dr. Fouad,Sultan Dr. Fouad,sultan dr fuad,,"Société Egyptienne pour le Développement et le Commerce des Légumes, Fnüts & Fleurs",director,295
P00145,1938,Smsock Nicolas A,Smsock Nicolas A,smsok nikolas,,S. A. des Immeubles d'EgypLe,vice_president,295
P00145,1938,Smsock Nicolas A,Smsock Nicolas A,smsok nikolas,,National Insurance Co,vice_president,295
P00565,1938,Sm·sock Wladimlr·,Sm·sock Wladimlr·,smsok uladimlr,,Kafr El Zay at CoLLan Co,vice_president,295
P00565,1938,Sm·sock Wladimlr·,Sm·sock Wladimlr·,smsok uladimlr,,Kafr El Zayat Land Co,director,295
P00566,1938,Tagher Oscar·,Tagher Oscar·,tagher oskar,,Société California Texas des Pétroles,director,295
P00566,1938,Tagher Oscar·,Tagher Oscar·,tagher oskar,,Société California Egyptienne des Pétroles,director,295
P00566,1938,Tagher Oscar·,Tagher Oscar·,tagher oskar,,Société Texas Egyptienne des Pétroles,director,295
P00566,1938,Tagher Oscar·,Tagher Oscar·,tagher oskar,,The Egyptian Road Construction,director,295
P00566,1938,Tagher Oscar·,Tagher Oscar·,tagher oskar,,The Amalgamated lee Factories & Cold Stores,director,295
P00567,1938,Tagher Philippe Me,Tagher Philippe Me,tagher filip m,,"The Hinshelwood Paint & Oil Cy. of Egypt, S A.E",director,295
P00568,1938,S.E. Taher Mohamed Pacha,Taher Mohamed,taer moamed,pasha,Cercle Royal d'Escrime et autres cercles sporl'ifs,president,295
P00568,1938,S.E. Taher Mohamed Pacha,Taher Mohamed,taer moamed,pasha,National Petroleum Cy,president,295
P00568,1938,S.E. Taher Mohamed Pacha,Taher Mohamed,taer moamed,pasha,Société Egyptienne Financière pour le Commerce,president,295
P00568,1938,S.E. Taher Mohamed Pacha,Taher Mohamed,taer moamed,pasha,Industrie (( Sefina »,president,295
P00568,1938,S.E. Taher Mohamed Pacha,Taher Mohamed,taer moamed,pasha,Misr Airwork,vice_president,295
P00568,1938,S.E. Taher Mohamed Pacha,Taher Mohamed,taer moamed,pasha,Société Egyptienne des Pétroles,vice_president,295
P00568,1938,S.E. Taher Mohamed Pacha,Taher Mohamed,taer moamed,pasha,Société Misr d'Assurances Générales,director,295
P00568,1938,S.E. Taher Mohamed Pacha,Taher Mohamed,taer moamed,pasha,Société Misr pour Voyages,director,295
P00148,1938,S.E. Takla G. Pacha,Takla G.,takla,pasha,-Propriétaire du Journal «Al-Abram»,manager,295
P00148,1938,S.E. Takla G. Pacha,Takla G.,takla,pasha,Société Egyptienne de Minoterie,president,295
P00148,1938,S.E. Takla G. Pacha,Takla G.,takla,pasha,Silos,president,295
P00148,1938,S.E. Takla G. Pacha,Takla G.,takla,pasha,The Egyptian Neon Light Cy,president,295
P00569,1938,Tanrt·ed C. II,Tanrt·ed C. II,tanrted i,,Aclminislrulion cie l'Egyplinn General Omnibus,council_member,296
P00570,1938,Tepeghiosi 1\'ieolas,Tepeghiosi 1\'ieolas,tepeghiosi ieolas,,Banque de Commerce N. Tcpeglliosi& Co,manager,296
P00571,1938,Tel'llynl R,Tel'llynl R,tel linl,,ln S.E. cl'ltTig.1lion,director,296
P00572,1938,Theunis Col. Georges,Theunis Col. Georges,theunis kol georges,,ln Cniro Elcclric !\ailways & Heliopolis Oaser,vice_president,296
P00573,1938,Thir·icz PierTe Pollet,Thir·icz PierTe Pollet,thirikz piert polet,,"\clminislra-tion clc la Soeiél.é Egypliermc de Filature cl de Tissage de !""aine, S.A.E",council_member,296
P00574,1938,Thui\CI' Geor·ges Léonard,Thui\CI' Geor·ges Léonard,thuisi georges leonard,,"Thr Sl1effield Smclling Co. (Egypl), S.A.E",director,296
P00575,1938,Tot·icl Raphaël,Tot·icl Raphaël,totikl rafael,,"p.i. du Conseil d'Administrali~n clc The Union CoLLan Cy.-of Alcxandl""ia, S.A",director,296
P00575,1938,Tot·icl Raphaël,Tot·icl Raphaël,totikl rafael,,"p.i. du Conseil d'Administrali~n clc The Union CoLLan Cy.-of Alcxandl""ia, S.A",president,296
P00575,1938,Tot·icl Raphaël,Tot·icl Raphaël,totikl rafael,,"Usines 1\élinies d'Egrenage ct cl'IIuilcrics, S.A.E",director,296
P00575,1938,Tot·icl Raphaël,Tot·icl Raphaël,totikl rafael,,"Usines 1\élinies d'Egrenage ct cl'IIuilcrics, S.A.E",president,296
P00575,1938,Tot·icl Raphaël,Tot·icl Raphaël,totikl rafael,,socidé Gént'~1 ale de Pressage cl de Dépôt~,director,296
P00575,1938,Tot·icl Raphaël,Tot·icl Raphaël,totikl rafael,,"Filatme Nationale cl 'Egypte, S. A.E",director,296
P00575,1938,Tot·icl Raphaël,Tot·icl Raphaël,totikl rafael,,Société Egyptienne çl'Entrcprises Urbaines cl Hurales,director,296
P00575,1938,Tot·icl Raphaël,Tot·icl Raphaël,totikl rafael,,Société Cotonnière Maarad,director,296
P00575,1938,Tot·icl Raphaël,Tot·icl Raphaël,totikl rafael,,Société Anonyme Immobilière du Domaine de Siouf,director,296
P00575,1938,Tot·icl Raphaël,Tot·icl Raphaël,totikl rafael,,The Upper Bgypt Ginning Factory,director,296
P00575,1938,Tot·icl Raphaël,Tot·icl Raphaël,totikl rafael,,The Commercial Dank of Egypt,director,296
P00576,1938,Toulow1ji J,Toulow1ji J,tulugi,,S.A. des Drogueries cl'Egypte,president,297
P00576,1938,Toulow1ji J,Toulow1ji J,tulugi,,The Bottled Gas Company,president,297
P00576,1938,Toulow1ji J,Toulow1ji J,tulugi,,Suclan lm port & Export Cy,delegate,297
P00576,1938,Toulow1ji J,Toulow1ji J,tulugi,,Pod-Sudan Forwarding Cy. Ltd,delegate,297
P00576,1938,Toulow1ji J,Toulow1ji J,tulugi,,Société d'Avances Commerciales,director,297
